Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
146000,-0.68883854,1.2596511,499.0,4.874999660998583,4.874999660998583,1.0
147000,-0.502733,1.2643206,499.0,-5.037499692291021,-5.037499692291021,1.0
148000,-0.54181874,1.2805034,499.0,1.2299998942762613,1.2299998942762613,1.0
149000,-0.60402524,1.2709706,499.0,-0.44499991834163666,-0.44499991834163666,1.0
150000,-0.45739257,1.2406002,499.0,-1.7149998620152473,-1.7149998620152473,1.0
151000,-0.30648378,1.2426363,499.0,3.2599997860379517,3.2599997860379517,1.0
152000,-0.37588334,1.2574408,499.0,0.3749999962747097,0.3749999962747097,1.0
153000,-0.43363428,1.2522955,514.0,0.7499999776482582,0.7499999776482582,1.0
154000,-0.39602524,1.2108542,499.0,-0.8425000961869955,-0.8425000961869955,1.0
155000,-0.2885586,1.2035155,None,2.9049997981637716,2.9049997981637716,1.0
156000,-0.22391012,1.174535,499.0,2.149999711662531,2.149999711662531,1.0
157000,-0.2771873,1.154941,499.0,5.884999558329582,5.884999558329582,1.0
158000,-0.41547853,1.1434164,499.0,6.509999573230743,6.509999573230743,1.0
159000,-0.4378497,1.2074826,499.0,3.3224996961653233,3.3224996961653233,1.0
160000,-0.5015851,1.1632175,499.0,1.4674998223781586,1.4674998223781586,1.0
161000,-0.3592371,1.2388797,499.0,-4.854999735951424,-4.854999735951424,1.0
162000,-0.43245858,1.2344717,499.0,3.4249997586011887,3.4249997586011887,1.0
163000,-0.4401114,1.2469771,499.0,0.03499998711049557,0.03499998711049557,1.0
164000,-0.4078228,1.2443982,499.0,1.2024999782443047,1.2024999782443047,1.0
165000,-0.4453377,1.248579,499.0,5.024999663233757,5.024999663233757,1.0
166000,-0.5106622,1.2306849,499.0,-0.5099999345839024,-0.5099999345839024,1.0
167000,-0.4606232,1.167444,499.0,3.8949997648596764,3.8949997648596764,1.0
168000,-0.40928543,1.0661752,499.0,-0.7950000166893005,-0.7950000166893005,1.0
169000,-0.45283002,1.0699341,499.0,3.7274996023625135,3.7274996023625135,1.0
170000,-0.3262508,1.0395093,499.0,6.989999443292618,6.989999443292618,1.0
171000,-0.34258205,0.9945588,499.0,5.2249994948506355,5.2249994948506355,1.0
172000,-0.4800315,1.0149474,499.0,8.614999324083328,8.614999324083328,1.0
173000,-0.47403276,1.1753198,499.0,7.912499155849218,7.912499155849218,1.0
174000,-0.2353201,1.1433351,499.0,2.8499998282641172,2.8499998282641172,1.0
175000,-0.40161192,1.0795567,499.0,6.899999633431435,6.899999633431435,1.0
176000,-0.24720153,0.9574903,499.0,-1.104999976232648,-1.104999976232648,1.0
177000,-0.10759944,1.0103363,499.0,7.017499454319477,7.017499454319477,1.0
178000,-0.14454651,1.1354159,499.0,6.95999938249588,6.95999938249588,1.0
179000,-0.2650717,1.1325208,499.0,3.5899997036904097,3.5899997036904097,1.0
180000,-0.29449973,1.1957604,499.0,4.464999750256538,4.464999750256538,1.0
181000,-0.46622777,1.1938564,499.0,2.9999997531995177,2.9999997531995177,1.0
182000,-0.47577667,1.0967107,499.0,4.009999703615904,4.009999703615904,1.0
183000,-0.36132118,1.1083258,499.0,4.474999621510506,4.474999621510506,1.0
184000,-0.49571967,1.2228974,499.0,5.319999665021896,5.319999665021896,1.0
185000,-0.38418216,1.1351199,499.0,-2.5449999533593655,-2.5449999533593655,1.0
186000,-0.07947506,1.1014409,None,-1.044999971985817,-1.044999971985817,1.0
187000,-0.17222224,1.1970586,499.0,9.499999195337296,9.499999195337296,1.0
188000,-0.4156273,1.2177519,499.0,-4.134999722242355,-4.134999722242355,1.0
189000,-0.288347,1.1427683,499.0,-6.209999516606331,-6.209999516606331,1.0
190000,-0.15335749,1.090356,499.0,4.477499544620514,4.477499544620514,1.0
191000,0.020800162,1.055611,499.0,3.412499815225601,3.412499815225601,1.0
192000,0.024575463,0.98662645,499.0,8.159999430179596,8.159999430179596,1.0
193000,-0.058538653,1.040908,499.0,6.517499431967735,6.517499431967735,1.0
194000,-0.15854818,1.0764581,499.0,8.01499953866005,8.01499953866005,1.0
195000,-0.088554405,1.0556414,499.0,4.664999678730965,4.664999678730965,1.0
196000,0.076454565,1.1158062,None,8.67999917268753,8.67999917268753,1.0
197000,-0.0046734773,1.0462322,499.0,1.95000009983778,1.95000009983778,1.0
198000,-0.15461482,1.0686296,499.0,4.617499519139528,4.617499519139528,1.0
199000,-0.16785505,1.1217589,499.0,7.112499430775642,7.112499430775642,1.0
200000,-0.052279055,1.1365203,499.0,3.82749966904521,3.82749966904521,1.0
201000,0.040821195,0.9925487,499.0,-0.12000010162591934,-0.12000010162591934,1.0
202000,0.068190604,0.942781,499.0,8.029999375343323,8.029999375343323,1.0
203000,0.06008126,0.973834,595.6666666666666,9.664999350905418,9.664999350905418,1.0
204000,0.08067142,1.034508,499.0,0.9699999131262302,0.9699999131262302,1.0
205000,-0.061186366,1.1092734,499.0,9.08666600783666,9.08666600783666,1.0
206000,-0.064177,1.1605091,499.0,3.70999975502491,3.70999975502491,1.0
207000,0.01765266,1.0597625,499.0,0.05333333710829417,0.05333333710829417,1.0
208000,0.050971657,0.97234225,499.0,8.739999115467072,8.739999115467072,1.0
209000,0.1139667,0.86477375,499.0,0.9799999023477236,0.9799999023477236,1.0
210000,0.03555779,1.0365436,499.0,9.63499927520752,9.63499927520752,1.0
211000,-0.008487387,1.107397,499.0,5.868332831809918,5.868332831809918,1.0
212000,-0.05798411,1.1675007,499.0,2.8899997770786285,2.8899997770786285,1.0
213000,-0.17623584,1.0738362,499.0,-0.9366665420432886,-0.9366665420432886,1.0
214000,-0.08993148,1.0138999,499.0,9.159999132156372,9.159999132156372,1.0
215000,-0.07042661,1.0571566,499.0,2.563333104054133,2.563333104054133,1.0
216000,0.15626621,1.1471245,499.0,7.2499991953372955,7.2499991953372955,1.0
217000,0.058052454,0.99633783,499.0,-2.983333110809326,-2.983333110809326,1.0
218000,0.04385208,0.9905631,499.0,4.899999737739563,4.899999737739563,1.0
219000,0.07780864,0.9522277,499.0,2.7266663710276284,2.7266663710276284,1.0
220000,-0.017595477,0.98763496,499.0,10.029999345541,10.029999345541,1.0
221000,-0.031775486,1.0096773,499.0,6.793332772950332,6.793332772950332,1.0
222000,0.110072754,0.938421,499.0,7.039999455213547,7.039999455213547,1.0
223000,0.16434154,0.9568046,499.0,7.529999513179064,7.529999513179064,1.0
224000,0.07537077,1.0604997,499.0,8.784999191761017,8.784999191761017,1.0
225000,-0.0013415408,1.1535119,499.0,-1.2316666543483734,-1.2316666543483734,1.0
226000,0.122122735,1.0711823,499.0,-4.859999768435955,-4.859999768435955,1.0
227000,0.31666082,0.8439466,499.0,1.2933332671721776,1.2933332671721776,1.0
228000,0.3370447,0.9050819,499.0,11.489999175071716,11.489999175071716,1.0
229000,0.24450696,0.9670435,499.0,4.19499959051609,4.19499959051609,1.0
230000,0.23674098,1.0157315,499.0,9.169999361038208,9.169999361038208,1.0
231000,0.22732788,0.8696313,639.0,8.58166609207789,8.58166609207789,1.0
232000,0.18600282,0.9780804,499.0,9.459999322891235,9.459999322891235,1.0
233000,0.22515899,0.86985415,499.0,7.934999381502469,7.934999381502469,1.0
234000,0.3013401,0.83674043,499.0,-3.7699998393654823,-3.7699998393654823,1.0
235000,0.32521796,0.8419898,499.0,9.703332483768463,9.703332483768463,1.0
236000,0.34250167,0.8615972,499.0,10.089999318122864,10.089999318122864,1.0
237000,0.44096732,0.8502401,499.0,9.546666026115417,9.546666026115417,1.0
238000,0.39901617,0.8653,499.0,6.334999307990074,6.334999307990074,1.0
239000,0.38082364,0.99440676,499.0,9.513332744439444,9.513332744439444,1.0
240000,0.29832846,1.0629478,499.0,-2.6250001192092896,-2.6250001192092896,1.0
241000,0.37694725,0.9590744,499.0,5.3349996618926525,5.3349996618926525,1.0
242000,0.4242233,0.92145187,499.0,-1.4699998944997787,-1.4699998944997787,1.0
243000,0.37793285,0.87873846,629.0,11.069998959700266,11.069998959700266,1.0
244000,0.34305686,0.81852925,499.0,-0.3099999651312828,-0.3099999651312828,1.0
245000,0.26864985,0.8376423,499.0,10.508332441250483,10.508332441250483,1.0
246000,0.3013336,0.8784362,509.0,11.429999232292175,11.429999232292175,1.0
247000,0.42107666,0.81678605,499.0,8.013332632680735,8.013332632680735,1.0
248000,0.4101306,0.82722265,499.0,7.969999253749847,7.969999253749847,1.0
249000,0.45138496,1.0564317,499.0,10.348332484563192,10.348332484563192,1.0
250000,0.41024032,1.0972962,499.0,5.249999597668648,5.249999597668648,1.0
251000,0.44180208,0.9441314,499.0,-2.809999719262123,-2.809999719262123,1.0
252000,0.47943327,0.92197675,499.0,9.374999165534973,9.374999165534973,1.0
253000,0.46367022,1.0456814,499.0,4.819999729593595,4.819999729593595,1.0
254000,0.45537913,1.0232865,499.0,-4.764999568462372,-4.764999568462372,1.0
255000,0.33130997,0.87892646,499.0,6.8866662085056305,6.8866662085056305,1.0
256000,0.4401374,0.8499501,499.0,0.5199999287724495,0.5199999287724495,1.0
257000,0.5080121,0.9918476,499.0,8.771666025122007,8.771666025122007,1.0
258000,0.53758967,1.0283759,499.0,10.159999191761017,10.159999191761017,1.0
259000,0.4209685,0.92819405,499.0,1.576666573683421,1.576666573683421,1.0
260000,0.3610529,0.88479394,499.0,8.069999396800995,8.069999396800995,1.0
261000,0.48851126,0.8554532,499.0,8.036666144927343,8.036666144927343,1.0
262000,0.5792469,0.96596485,499.0,8.204999506473541,8.204999506473541,1.0
263000,0.44546485,0.8146441,499.0,5.861666229863961,5.861666229863961,1.0
264000,0.441928,0.7999996,499.0,-0.9899999760091305,-0.9899999760091305,1.0
265000,0.4294869,1.0082121,499.0,11.456665754318237,11.456665754318237,1.0
266000,0.4551406,1.0664831,499.0,-1.3799998089671135,-1.3799998089671135,1.0
267000,0.5006645,1.0878506,499.0,3.851666330049435,3.851666330049435,1.0
268000,0.568951,0.99958766,499.0,1.3099999725818634,1.3099999725818634,1.0
269000,0.51507604,0.78561574,499.0,0.05666660889983177,0.05666660889983177,1.0
270000,0.488509,0.81714803,499.0,11.589999318122864,11.589999318122864,1.0
271000,0.46935725,0.8535695,499.0,4.561666349569957,4.561666349569957,1.0
272000,0.4968522,0.96317434,499.0,11.359998941421509,11.359998941421509,1.0
273000,0.5039333,0.7337509,499.0,2.9266664112607637,2.9266664112607637,1.0
274000,0.4791577,0.7768573,499.0,9.499999225139618,9.499999225139618,1.0
275000,0.561892,0.8397303,499.0,9.91999920209249,9.91999920209249,1.0
276000,0.5695708,0.86825055,499.0,2.6899998635053635,2.6899998635053635,1.0
277000,0.46828967,0.8751352,499.0,9.411665931344032,9.411665931344032,1.0
278000,0.485142,0.8291329,499.0,-1.5399997718632221,-1.5399997718632221,1.0
279000,0.5951841,0.8264218,499.0,9.559999287128448,9.559999287128448,1.0
280000,0.6405925,0.8937252,499.0,11.639999270439148,11.639999270439148,1.0
281000,0.6448314,0.81222546,499.0,2.8583329916000366,2.8583329916000366,1.0
282000,0.650614,0.7806999,499.0,5.659999668598175,5.659999668598175,1.0
283000,0.6009426,0.7595909,499.0,9.916666030883789,9.916666030883789,1.0
284000,0.53666514,0.77663684,499.0,11.839999198913574,11.839999198913574,1.0
285000,0.47622585,0.6776895,499.0,5.893333007891973,5.893333007891973,1.0
286000,0.5246572,0.69770217,499.0,12.059999108314514,12.059999108314514,1.0
287000,0.60770106,0.86023897,599.0,9.843332439661026,9.843332439661026,1.0
288000,0.626161,0.8820749,499.0,11.439999401569366,11.439999401569366,1.0
289000,0.6498685,0.7269941,499.0,4.996666356921196,4.996666356921196,1.0
290000,0.633366,0.79834616,499.0,10.294999182224274,10.294999182224274,1.0
291000,0.6709195,0.7543193,499.0,9.336666089793047,9.336666089793047,1.0
292000,0.6027752,0.65657085,559.0,11.35999882221222,11.35999882221222,1.0
293000,0.67441326,0.70196265,499.0,10.984999239444733,10.984999239444733,1.0
294000,0.7406259,0.74885315,499.0,11.649999380111694,11.649999380111694,1.0
295000,0.6365297,0.7435151,499.0,10.248332540194193,10.248332540194193,1.0
296000,0.58430165,0.8658182,499.0,0.1400000900030136,0.1400000900030136,1.0
297000,0.64516246,0.79402363,509.0,8.624999314546585,8.624999314546585,1.0
298000,0.70691,0.9391472,499.0,10.899998903274536,10.899998903274536,1.0
299000,0.7074636,0.9861341,499.0,6.266666089495023,6.266666089495023,1.0
300000,0.7395941,0.8716358,499.0,-4.699999630451202,-4.699999630451202,1.0
301000,0.73478496,0.8163047,499.0,7.776665975650151,7.776665975650151,1.0
302000,0.66110706,0.8329974,499.0,3.2999997809529305,3.2999997809529305,1.0
303000,0.6622106,0.824412,499.0,8.546666090687117,8.546666090687117,1.0
304000,0.66845876,1.0066688,499.0,11.139999091625214,11.139999091625214,1.0
305000,0.67652595,0.93823797,499.0,1.6083332585791748,1.6083332585791748,1.0
306000,0.6808234,0.76572907,499.0,0.44999996572732925,0.44999996572732925,1.0
307000,0.82285774,0.66591704,499.0,10.531665841738382,10.531665841738382,1.0
308000,0.9109275,0.72103,499.0,11.639999270439148,11.639999270439148,1.0
309000,0.9340516,0.9021414,499.0,10.406666000684103,10.406666000684103,1.0
310000,0.8812556,0.8029486,499.0,1.1299999356269836,1.1299999356269836,1.0
311000,0.7786069,0.79518837,499.0,9.854999224344889,9.854999224344889,1.0
312000,0.8017484,0.7924898,499.0,9.919999480247498,9.919999480247498,1.0
313000,0.9113014,0.8139347,499.0,8.396666052440802,8.396666052440802,1.0
314000,0.8806086,0.74686444,499.0,4.139999687671661,4.139999687671661,1.0
315000,0.8466495,0.80817455,499.0,11.228332499663034,11.228332499663034,1.0
316000,0.8488199,0.88856983,499.0,4.469999700784683,4.469999700784683,1.0
317000,0.835024,0.80490196,499.0,6.624999463558197,6.624999463558197,1.0
318000,0.9195063,0.7749577,499.0,10.579999327659607,10.579999327659607,1.0
319000,0.89795053,0.79272753,499.0,8.519999300440153,8.519999300440153,1.0
320000,0.8978716,0.8224925,499.0,5.814999282360077,5.814999282360077,1.0
321000,0.88596,0.7981359,499.0,7.6433327831327915,7.6433327831327915,1.0
322000,0.92653584,0.80910224,499.0,9.844999104738235,9.844999104738235,1.0
323000,0.9795703,0.69682044,499.0,7.219999447464943,7.219999447464943,1.0
324000,0.9753611,0.644032,499.0,11.739999175071716,11.739999175071716,1.0
325000,0.9414586,0.6789724,499.0,11.716665863990784,11.716665863990784,1.0
326000,0.87355053,0.7474657,499.0,11.589999198913574,11.589999198913574,1.0
327000,0.83179414,0.6944745,499.0,9.723332752784094,9.723332752784094,1.0
328000,0.9020364,0.7680207,499.0,12.47999918460846,12.47999918460846,1.0
329000,0.9582209,0.69806594,499.0,7.738332846512397,7.738332846512397,1.0
330000,1.0422523,0.74612665,499.0,10.174999237060547,10.174999237060547,1.0
331000,1.0390643,0.79750526,499.0,8.713332773496708,8.713332773496708,1.0
332000,1.0573611,0.8749683,499.0,11.939999222755432,11.939999222755432,1.0
333000,0.9787577,0.8462976,499.0,5.346666267762582,5.346666267762582,1.0
334000,0.93775064,0.81733096,499.0,11.089999437332153,11.089999437332153,1.0
335000,1.0034505,0.8014815,499.0,6.1283328756690025,6.1283328756690025,1.0
336000,0.8599848,0.68587327,499.0,5.699999541044235,5.699999541044235,1.0
337000,0.97767806,0.80415756,499.0,10.962499052286148,10.962499052286148,1.0
338000,1.0242121,0.8428551,629.0,4.559999720193446,4.559999720193446,1.0
339000,1.0698639,0.7223182,562.3333333333334,7.939999577899774,7.939999577899774,1.0
340000,1.0829691,0.69074446,499.0,11.719999194145203,11.719999194145203,1.0
341000,1.0838491,0.62213415,499.0,10.743332723776499,10.743332723776499,1.0
342000,1.0772965,0.59126806,499.0,12.019999384880066,12.019999384880066,1.0
343000,1.0562717,0.6147885,499.0,12.036665995915731,12.036665995915731,1.0
344000,0.9596976,0.6425866,499.0,12.219999194145203,12.219999194145203,1.0
345000,0.96152204,0.71608585,499.0,11.393332620461782,11.393332620461782,1.0
346000,0.9042445,0.70699316,499.0,12.06999921798706,12.06999921798706,1.0
347000,1.0102823,0.69065124,499.0,7.066666200757027,7.066666200757027,1.0
348000,1.1703343,0.72762275,499.0,12.06999921798706,12.06999921798706,1.0
349000,1.0564431,0.7949099,499.0,10.129999170700708,10.129999170700708,1.0
