역번호,역명,조사일자,호선,구분,혼잡도,시간
333,매봉,일요일,3호선,하선,13,12:30
334,도곡,일요일,3호선,상선,18.7,12:30
334,도곡,일요일,3호선,하선,11.1,12:30
335,대치,일요일,3호선,상선,16,12:30
335,대치,일요일,3호선,하선,9.9,12:30
336,학여울,일요일,3호선,상선,14.8,12:30
336,학여울,일요일,3호선,하선,9.8,12:30
337,대청,일요일,3호선,상선,13.5,12:30
337,대청,일요일,3호선,하선,9.4,12:30
338,일원,일요일,3호선,상선,11.9,12:30
338,일원,일요일,3호선,하선,8.4,12:30
339,수서,일요일,3호선,상선,10.5,12:30
339,수서,일요일,3호선,하선,8.6,12:30
340,가락시장,일요일,3호선,상선,9.1,12:30
340,가락시장,일요일,3호선,하선,5.6,12:30
341,경찰병원,일요일,3호선,상선,6.6,12:30
341,경찰병원,일요일,3호선,하선,3.9,12:30
342,오금,일요일,3호선,상선,5.2,12:30
342,오금,일요일,3호선,하선,0,12:30
409,당고개,일요일,4호선,상선,0,12:30
409,당고개,일요일,4호선,하선,3.3,12:30
410,상계,일요일,4호선,상선,1.9,12:30
410,상계,일요일,4호선,하선,8.5,12:30
411,노원,일요일,4호선,상선,4.7,12:30
411,노원,일요일,4호선,하선,18,12:30
412,창동,일요일,4호선,상선,11.2,12:30
412,창동,일요일,4호선,하선,25.1,12:30
413,쌍문,일요일,4호선,상선,15.5,12:30
413,쌍문,일요일,4호선,하선,31.1,12:30
414,수유,일요일,4호선,상선,15.7,12:30
414,수유,일요일,4호선,하선,32.8,12:30
415,미아,일요일,4호선,상선,17.4,12:30
415,미아,일요일,4호선,하선,36.5,12:30
416,미아삼거리,일요일,4호선,상선,17.4,12:30
416,미아삼거리,일요일,4호선,하선,38,12:30
417,길음,일요일,4호선,상선,18.2,12:30
417,길음,일요일,4호선,하선,39.6,12:30
418,성신여대입구,일요일,4호선,상선,18.1,12:30
418,성신여대입구,일요일,4호선,하선,47.5,12:30
419,한성대입구,일요일,4호선,상선,20.4,12:30
419,한성대입구,일요일,4호선,하선,49.7,12:30
420,혜화,일요일,4호선,상선,21.6,12:30
420,혜화,일요일,4호선,하선,46.5,12:30
421,동대문,일요일,4호선,상선,38.4,12:30
421,동대문,일요일,4호선,하선,46.5,12:30
422,동대문역사문화공원,일요일,4호선,상선,42.5,12:30
422,동대문역사문화공원,일요일,4호선,하선,35.9,12:30
423,충무로,일요일,4호선,상선,34.4,12:30
423,충무로,일요일,4호선,하선,33.3,12:30
424,명동,일요일,4호선,상선,32.9,12:30
424,명동,일요일,4호선,하선,30.4,12:30
425,회현,일요일,4호선,상선,36.9,12:30
425,회현,일요일,4호선,하선,26.5,12:30
426,서울역,일요일,4호선,상선,34.7,12:30
426,서울역,일요일,4호선,하선,19,12:30
427,숙대입구,일요일,4호선,상선,26.2,12:30
427,숙대입구,일요일,4호선,하선,18.4,12:30
428,삼각지,일요일,4호선,상선,26.8,12:30
428,삼각지,일요일,4호선,하선,20.4,12:30
429,신용산,일요일,4호선,상선,27.8,12:30
429,신용산,일요일,4호선,하선,19.7,12:30
430,이촌,일요일,4호선,상선,28.2,12:30
430,이촌,일요일,4호선,하선,22,12:30
431,동작,일요일,4호선,상선,31,12:30
431,동작,일요일,4호선,하선,22.3,12:30
432,총신대입구,일요일,4호선,상선,29.7,12:30
432,총신대입구,일요일,4호선,하선,24.3,12:30
433,사당,일요일,4호선,상선,30,12:30
433,사당,일요일,4호선,하선,18.2,12:30
434,남태령,일요일,4호선,상선,50.2,12:30
434,남태령,일요일,4호선,하선,37.1,12:30
2511,방화,일요일,5호선,상선,0,12:30
2511,방화,일요일,5호선,하선,4.1,12:30
2512,개화산,일요일,5호선,상선,1.6,12:30
2512,개화산,일요일,5호선,하선,6.4,12:30
2513,김포공항,일요일,5호선,상선,2.9,12:30
2513,김포공항,일요일,5호선,하선,8.4,12:30
2514,송정,일요일,5호선,상선,9.3,12:30
2514,송정,일요일,5호선,하선,10.6,12:30
2515,마곡,일요일,5호선,상선,10.5,12:30
2515,마곡,일요일,5호선,하선,12.1,12:30
2516,발산,일요일,5호선,상선,11.3,12:30
2516,발산,일요일,5호선,하선,13.1,12:30
2517,우장산,일요일,5호선,상선,15.2,12:30
2517,우장산,일요일,5호선,하선,16.7,12:30
2518,화곡,일요일,5호선,상선,16.7,12:30
2518,화곡,일요일,5호선,하선,24.3,12:30
2519,까치산,일요일,5호선,상선,18.3,12:30
2519,까치산,일요일,5호선,하선,27.8,12:30
2520,신정,일요일,5호선,상선,15.4,12:30
2520,신정,일요일,5호선,하선,32.1,12:30
2521,목동,일요일,5호선,상선,16.4,12:30
2521,목동,일요일,5호선,하선,35.9,12:30
2522,오목교,일요일,5호선,상선,19.2,12:30
2522,오목교,일요일,5호선,하선,37,12:30
2523,양평,일요일,5호선,상선,23.7,12:30
2523,양평,일요일,5호선,하선,39.1,12:30
2524,영등포구청,일요일,5호선,상선,23.8,12:30
2524,영등포구청,일요일,5호선,하선,29.8,12:30
2525,영등포시장,일요일,5호선,상선,17.5,12:30
2525,영등포시장,일요일,5호선,하선,28,12:30
2526,신길,일요일,5호선,상선,20.5,12:30
2526,신길,일요일,5호선,하선,30.1,12:30
2527,여의도,일요일,5호선,상선,21.1,12:30
2527,여의도,일요일,5호선,하선,29,12:30
2528,여의나루,일요일,5호선,상선,20.2,12:30
2528,여의나루,일요일,5호선,하선,29.5,12:30
2529,마포,일요일,5호선,상선,20.6,12:30
2529,마포,일요일,5호선,하선,29.5,12:30
2530,공덕,일요일,5호선,상선,20.4,12:30
2530,공덕,일요일,5호선,하선,27.5,12:30
2531,애오개,일요일,5호선,상선,19.6,12:30
2531,애오개,일요일,5호선,하선,27.9,12:30
2532,충정로,일요일,5호선,상선,19.1,12:30
2532,충정로,일요일,5호선,하선,27.1,12:30
2533,서대문,일요일,5호선,상선,20.3,12:30
2533,서대문,일요일,5호선,하선,27.3,12:30
2534,광화문,일요일,5호선,상선,20.8,12:30
2534,광화문,일요일,5호선,하선,27.7,12:30
2535,종로3가,일요일,5호선,상선,23.9,12:30
2535,종로3가,일요일,5호선,하선,20.6,12:30
2536,을지로4가,일요일,5호선,상선,26.4,12:30
2536,을지로4가,일요일,5호선,하선,18.5,12:30
2537,동대문역사문화공원,일요일,5호선,상선,25.5,12:30
2537,동대문역사문화공원,일요일,5호선,하선,18,12:30
2538,청구,일요일,5호선,상선,28.4,12:30
2538,청구,일요일,5호선,하선,20,12:30
2539,신금호,일요일,5호선,상선,33.4,12:30
2539,신금호,일요일,5호선,하선,18.8,12:30
2540,행당,일요일,5호선,상선,32.3,12:30
2540,행당,일요일,5호선,하선,19.3,12:30
2541,왕십리,일요일,5호선,상선,30.8,12:30
2541,왕십리,일요일,5호선,하선,22.8,12:30
2542,마장,일요일,5호선,상선,39.5,12:30
2542,마장,일요일,5호선,하선,22.9,12:30
2543,답십리,일요일,5호선,상선,38.7,12:30
2543,답십리,일요일,5호선,하선,22.5,12:30
2544,장한평,일요일,5호선,상선,36.7,12:30
2544,장한평,일요일,5호선,하선,22.4,12:30
2545,군자,일요일,5호선,상선,37,12:30
2545,군자,일요일,5호선,하선,27.8,12:30
2546,아차산,일요일,5호선,상선,42.8,12:30
2546,아차산,일요일,5호선,하선,30,12:30
2547,광나루,일요일,5호선,상선,40.5,12:30
2547,광나루,일요일,5호선,하선,31.4,12:30
2548,천호,일요일,5호선,상선,35.9,12:30
2548,천호,일요일,5호선,하선,23.1,12:30
2549,강동,일요일,5호선,상선,36.1,12:30
2549,강동,일요일,5호선,하선,10.8,12:30
2550,길동,일요일,5호선,상선,36.6,12:30
2550,길동,일요일,5호선,하선,15.3,12:30
2551,굽은다리,일요일,5호선,상선,29.7,12:30
2551,굽은다리,일요일,5호선,하선,9.4,12:30
2552,명일,일요일,5호선,상선,21.9,12:30
2552,명일,일요일,5호선,하선,6.7,12:30
2553,고덕,일요일,5호선,상선,14.3,12:30
2553,고덕,일요일,5호선,하선,4.6,12:30
2554,상일동,일요일,5호선,상선,10.2,12:30
2554,상일동,일요일,5호선,하선,0,12:30
2555,둔촌동,일요일,5호선,상선,29.7,12:30
2555,둔촌동,일요일,5호선,하선,27.1,12:30
2556,올림픽공원(한국체대),일요일,5호선,상선,25.8,12:30
2556,올림픽공원(한국체대),일요일,5호선,하선,19.1,12:30
2557,방이,일요일,5호선,상선,24,12:30
2557,방이,일요일,5호선,하선,16.5,12:30
2558,오금,일요일,5호선,상선,22.6,12:30
2558,오금,일요일,5호선,하선,12.4,12:30
2559,개롱,일요일,5호선,상선,17.9,12:30
2559,개롱,일요일,5호선,하선,10.1,12:30
2560,거여,일요일,5호선,상선,12.1,12:30
2560,거여,일요일,5호선,하선,3.9,12:30
2561,마천,일요일,5호선,상선,5.4,12:30
2561,마천,일요일,5호선,하선,0,12:30
2611,응암,일요일,6호선,상선,20.8,12:30
2611,응암,일요일,6호선,하선,23.1,12:30
2612,역촌,일요일,6호선,상선,0,12:30
2612,역촌,일요일,6호선,하선,20.9,12:30
2613,불광,일요일,6호선,상선,0,12:30
2613,불광,일요일,6호선,하선,10,12:30
2614,독바위,일요일,6호선,상선,0,12:30
2614,독바위,일요일,6호선,하선,10.5,12:30
2615,연신내,일요일,6호선,상선,0,12:30
2615,연신내,일요일,6호선,하선,17.4,12:30
2616,구산,일요일,6호선,상선,0,12:30
2616,구산,일요일,6호선,하선,18.4,12:30
2617,새절,일요일,6호선,상선,17.6,12:30
2617,새절,일요일,6호선,하선,27.8,12:30
2618,증산,일요일,6호선,상선,17.8,12:30
2618,증산,일요일,6호선,하선,31.6,12:30
2619,디지털미디어시티,일요일,6호선,상선,15.9,12:30
2619,디지털미디어시티,일요일,6호선,하선,30.3,12:30
2620,월드컵경기장,일요일,6호선,상선,20.3,12:30
2620,월드컵경기장,일요일,6호선,하선,29.5,12:30
2621,마포구청,일요일,6호선,상선,21.4,12:30
2621,마포구청,일요일,6호선,하선,33.8,12:30
2622,망원,일요일,6호선,상선,23.5,12:30
2622,망원,일요일,6호선,하선,37,12:30
2623,합정,일요일,6호선,상선,27.7,12:30
2623,합정,일요일,6호선,하선,23.9,12:30
2624,상수,일요일,6호선,상선,19.2,12:30
2624,상수,일요일,6호선,하선,22.7,12:30
2625,광흥창,일요일,6호선,상선,20.1,12:30
2625,광흥창,일요일,6호선,하선,22.7,12:30
2626,대흥,일요일,6호선,상선,18.5,12:30
2626,대흥,일요일,6호선,하선,23.9,12:30
2627,공덕,일요일,6호선,상선,18.7,12:30
2627,공덕,일요일,6호선,하선,27.9,12:30
2628,효창공원앞,일요일,6호선,상선,26.1,12:30
2628,효창공원앞,일요일,6호선,하선,28.9,12:30
2629,삼각지,일요일,6호선,상선,25,12:30
2629,삼각지,일요일,6호선,하선,28.1,12:30
2630,녹사평,일요일,6호선,상선,22.7,12:30
2630,녹사평,일요일,6호선,하선,26.7,12:30
2631,이태원,일요일,6호선,상선,22.7,12:30
2631,이태원,일요일,6호선,하선,24,12:30
2632,한강진,일요일,6호선,상선,24,12:30
2632,한강진,일요일,6호선,하선,20.1,12:30
2633,버티고개,일요일,6호선,상선,28.9,12:30
2633,버티고개,일요일,6호선,하선,18.4,12:30
2634,약수,일요일,6호선,상선,29.4,12:30
2634,약수,일요일,6호선,하선,21,12:30
2635,청구,일요일,6호선,상선,32.3,12:30
2635,청구,일요일,6호선,하선,21.8,12:30
2636,신당,일요일,6호선,상선,31.5,12:30
2636,신당,일요일,6호선,하선,25,12:30
2637,동묘앞,일요일,6호선,상선,37.9,12:30
2637,동묘앞,일요일,6호선,하선,21,12:30
2638,창신,일요일,6호선,상선,42.9,12:30
2638,창신,일요일,6호선,하선,20.8,12:30
2639,보문,일요일,6호선,상선,41.8,12:30
2639,보문,일요일,6호선,하선,20.8,12:30
2640,안암,일요일,6호선,상선,39.7,12:30
2640,안암,일요일,6호선,하선,15.7,12:30
2641,고려대,일요일,6호선,상선,35.8,12:30
2641,고려대,일요일,6호선,하선,12.6,12:30
2642,월곡,일요일,6호선,상선,30.9,12:30
2642,월곡,일요일,6호선,하선,11.8,12:30
2643,상월곡,일요일,6호선,상선,27.6,12:30
2643,상월곡,일요일,6호선,하선,12.4,12:30
2644,돌곶이,일요일,6호선,상선,25.5,12:30
2644,돌곶이,일요일,6호선,하선,12.7,12:30
2645,석계,일요일,6호선,상선,23.1,12:30
2645,석계,일요일,6호선,하선,13,12:30
2646,태릉입구,일요일,6호선,상선,24.5,12:30
2646,태릉입구,일요일,6호선,하선,5.2,12:30
2647,화랑대,일요일,6호선,상선,13.5,12:30
2647,화랑대,일요일,6호선,하선,3,12:30
2648,봉화산,일요일,6호선,상선,4.8,12:30
2648,봉화산,일요일,6호선,하선,0,12:30
2711,장암,일요일,7호선,상선,0,12:30
2711,장암,일요일,7호선,하선,1.8,12:30
2712,도봉산,일요일,7호선,상선,0.6,12:30
2712,도봉산,일요일,7호선,하선,13,12:30
2713,수락산,일요일,7호선,상선,9.5,12:30
2713,수락산,일요일,7호선,하선,17,12:30
2714,마들,일요일,7호선,상선,12.6,12:30
2714,마들,일요일,7호선,하선,22.1,12:30
2715,노원,일요일,7호선,상선,14.1,12:30
2715,노원,일요일,7호선,하선,26.9,12:30
2716,중계,일요일,7호선,상선,20.4,12:30
2716,중계,일요일,7호선,하선,30.1,12:30
2717,하계,일요일,7호선,상선,21.7,12:30
2717,하계,일요일,7호선,하선,33.5,12:30
2718,공릉,일요일,7호선,상선,23.2,12:30
2718,공릉,일요일,7호선,하선,35.3,12:30
2719,태릉입구,일요일,7호선,상선,24.3,12:30
2719,태릉입구,일요일,7호선,하선,36.1,12:30
2720,먹골,일요일,7호선,상선,24.9,12:30
2720,먹골,일요일,7호선,하선,36.2,12:30
2721,중화,일요일,7호선,상선,24.5,12:30
2721,중화,일요일,7호선,하선,38.1,12:30
2722,상봉,일요일,7호선,상선,24.5,12:30
2722,상봉,일요일,7호선,하선,41.7,12:30
2723,면목,일요일,7호선,상선,27.4,12:30
2723,면목,일요일,7호선,하선,45.1,12:30
2724,사가정,일요일,7호선,상선,27.8,12:30
2724,사가정,일요일,7호선,하선,47.7,12:30
2725,용마산,일요일,7호선,상선,27.6,12:30
2725,용마산,일요일,7호선,하선,48.7,12:30
2726,중곡,일요일,7호선,상선,25.7,12:30
2726,중곡,일요일,7호선,하선,50.7,12:30
2727,군자,일요일,7호선,상선,25.8,12:30
2727,군자,일요일,7호선,하선,50.6,12:30
2728,어린이대공원,일요일,7호선,상선,24.6,12:30
2728,어린이대공원,일요일,7호선,하선,52.9,12:30
2729,건대입구,일요일,7호선,상선,27.5,12:30
2729,건대입구,일요일,7호선,하선,38.7,12:30
2730,뚝섬유원지,일요일,7호선,상선,26.7,12:30
2730,뚝섬유원지,일요일,7호선,하선,39.2,12:30
2731,청담,일요일,7호선,상선,26.6,12:30
2731,청담,일요일,7호선,하선,38.3,12:30
2732,강남구청,일요일,7호선,상선,31.9,12:30
2732,강남구청,일요일,7호선,하선,34.9,12:30
2733,학동,일요일,7호선,상선,36.3,12:30
2733,학동,일요일,7호선,하선,34,12:30
2734,논현,일요일,7호선,상선,37.9,12:30
2734,논현,일요일,7호선,하선,33.2,12:30
2735,반포,일요일,7호선,상선,37.4,12:30
2735,반포,일요일,7호선,하선,32.1,12:30
2736,고속터미널,일요일,7호선,상선,37.7,12:30
2736,고속터미널,일요일,7호선,하선,29,12:30
2737,내방,일요일,7호선,상선,49.4,12:30
2737,내방,일요일,7호선,하선,28.9,12:30
2738,총신대입구,일요일,7호선,상선,47.8,12:30
2738,총신대입구,일요일,7호선,하선,24.1,12:30
2739,남성,일요일,7호선,상선,46.8,12:30
2739,남성,일요일,7호선,하선,23.6,12:30
2740,숭실대입구,일요일,7호선,상선,42.4,12:30
2740,숭실대입구,일요일,7호선,하선,22.3,12:30
2741,상도,일요일,7호선,상선,38.8,12:30
2741,상도,일요일,7호선,하선,25.8,12:30
2742,장승배기,일요일,7호선,상선,32.1,12:30
2742,장승배기,일요일,7호선,하선,25.6,12:30
2743,신대방삼거리,일요일,7호선,상선,30.8,12:30
2743,신대방삼거리,일요일,7호선,하선,24.7,12:30
2744,보라매,일요일,7호선,상선,28.2,12:30
2744,보라매,일요일,7호선,하선,24.5,12:30
2745,신풍,일요일,7호선,상선,27.8,12:30
2745,신풍,일요일,7호선,하선,25.8,12:30
2746,대림,일요일,7호선,상선,23.8,12:30
2746,대림,일요일,7호선,하선,26.7,12:30
2747,남구로,일요일,7호선,상선,31,12:30
2747,남구로,일요일,7호선,하선,30.3,12:30
2748,가산디지털단지,일요일,7호선,상선,31.2,12:30
2748,가산디지털단지,일요일,7호선,하선,29.3,12:30
2749,철산,일요일,7호선,상선,36.3,12:30
2749,철산,일요일,7호선,하선,23.6,12:30
2750,광명사거리,일요일,7호선,상선,32.9,12:30
2750,광명사거리,일요일,7호선,하선,19.8,12:30
2751,천왕,일요일,7호선,상선,26.1,12:30
2751,천왕,일요일,7호선,하선,19,12:30
2752,온수,일요일,7호선,상선,19.4,12:30
2752,온수,일요일,7호선,하선,21.1,12:30
2753,까치울,일요일,7호선,상선,41.4,12:30
2753,까치울,일요일,7호선,하선,34.1,12:30
2754,부천종합운동장,일요일,7호선,상선,34.8,12:30
2754,부천종합운동장,일요일,7호선,하선,30.8,12:30
2755,춘의,일요일,7호선,상선,33.7,12:30
2755,춘의,일요일,7호선,하선,30.2,12:30
2756,신중동,일요일,7호선,상선,31.9,12:30
2756,신중동,일요일,7호선,하선,27.3,12:30
2757,부천시청,일요일,7호선,상선,31.5,12:30
2757,부천시청,일요일,7호선,하선,21.4,12:30
2758,상동,일요일,7호선,상선,30.4,12:30
2758,상동,일요일,7호선,하선,18.2,12:30
2759,삼산체육관,일요일,7호선,상선,29.5,12:30
2759,삼산체육관,일요일,7호선,하선,16.9,12:30
2760,굴포천,일요일,7호선,상선,26.3,12:30
2760,굴포천,일요일,7호선,하선,14.8,12:30
2761,부평구청,일요일,7호선,상선,20.5,12:30
2761,부평구청,일요일,7호선,하선,0,12:30
2811,암사,일요일,8호선,상선,0,12:30
2811,암사,일요일,8호선,하선,12.5,12:30
2812,천호,일요일,8호선,상선,7.4,12:30
2812,천호,일요일,8호선,하선,34.3,12:30
2813,강동구청,일요일,8호선,상선,23.6,12:30
2813,강동구청,일요일,8호선,하선,37.7,12:30
2814,몽촌토성,일요일,8호선,상선,24.7,12:30
2814,몽촌토성,일요일,8호선,하선,39.3,12:30
2815,잠실,일요일,8호선,상선,26.7,12:30
2815,잠실,일요일,8호선,하선,38,12:30
2816,석촌,일요일,8호선,상선,46.4,12:30
2816,석촌,일요일,8호선,하선,39.6,12:30
2817,송파,일요일,8호선,상선,49,12:30
2817,송파,일요일,8호선,하선,39.2,12:30
2818,가락시장,일요일,8호선,상선,46.5,12:30
2818,가락시장,일요일,8호선,하선,39.2,12:30
2819,문정,일요일,8호선,상선,44.4,12:30
2819,문정,일요일,8호선,하선,34.5,12:30
2820,장지,일요일,8호선,상선,40.8,12:30
2820,장지,일요일,8호선,하선,25.8,12:30
2821,복정,일요일,8호선,상선,38.2,12:30
2821,복정,일요일,8호선,하선,10.9,12:30
2822,산성,일요일,8호선,상선,22.8,12:30
2822,산성,일요일,8호선,하선,10,12:30
2823,남한산성입구,일요일,8호선,상선,20,12:30
2823,남한산성입구,일요일,8호선,하선,10.7,12:30
2824,단대오거리,일요일,8호선,상선,13.1,12:30
2824,단대오거리,일요일,8호선,하선,10.3,12:30
2825,신흥,일요일,8호선,상선,9.7,12:30
2825,신흥,일요일,8호선,하선,9.2,12:30
2826,수진,일요일,8호선,상선,8.8,12:30
2826,수진,일요일,8호선,하선,10,12:30
2827,모란,일요일,8호선,상선,7.2,12:30
2827,모란,일요일,8호선,하선,0,12:30
150,서울역,평일,1호선,상선,35,13:00
150,서울역,평일,1호선,하선,30.8,13:00
151,시청,평일,1호선,상선,35.3,13:00
151,시청,평일,1호선,하선,29.8,13:00
152,종각,평일,1호선,상선,34.1,13:00
152,종각,평일,1호선,하선,34.4,13:00
153,종로3가,평일,1호선,상선,36.6,13:00
153,종로3가,평일,1호선,하선,33.1,13:00
154,종로5가,평일,1호선,상선,32.7,13:00
154,종로5가,평일,1호선,하선,33.4,13:00
155,동대문,평일,1호선,상선,32.4,13:00
155,동대문,평일,1호선,하선,31.6,13:00
156,신설동,평일,1호선,상선,27.5,13:00
156,신설동,평일,1호선,하선,31.4,13:00
157,제기동,평일,1호선,상선,21.6,13:00
157,제기동,평일,1호선,하선,29.5,13:00
158,청량리,평일,1호선,상선,18.7,13:00
158,청량리,평일,1호선,하선,28.7,13:00
159,동묘앞,평일,1호선,상선,29.1,13:00
159,동묘앞,평일,1호선,하선,34.9,13:00
201,시청,평일,2호선,내선,43.3,13:00
201,시청,평일,2호선,외선,37.8,13:00
202,을지로입구,평일,2호선,내선,43.8,13:00
202,을지로입구,평일,2호선,외선,37.4,13:00
203,을지로3가,평일,2호선,내선,41.8,13:00
203,을지로3가,평일,2호선,외선,36.6,13:00
204,을지로4가,평일,2호선,내선,40.7,13:00
204,을지로4가,평일,2호선,외선,33.6,13:00
205,동대문역사문화공원,평일,2호선,내선,47.5,13:00
205,동대문역사문화공원,평일,2호선,외선,37.8,13:00
206,신당,평일,2호선,내선,51.3,13:00
206,신당,평일,2호선,외선,40.5,13:00
207,상왕십리,평일,2호선,내선,49.2,13:00
207,상왕십리,평일,2호선,외선,43.6,13:00
208,왕십리,평일,2호선,내선,38.4,13:00
208,왕십리,평일,2호선,외선,42.8,13:00
209,한양대,평일,2호선,내선,35.7,13:00
209,한양대,평일,2호선,외선,30.8,13:00
210,뚝섬,평일,2호선,내선,35.2,13:00
210,뚝섬,평일,2호선,외선,30.4,13:00
211,성수,평일,2호선,내선,37.7,13:00
211,성수,평일,2호선,외선,29.7,13:00
212,건대입구,평일,2호선,내선,38,13:00
212,건대입구,평일,2호선,외선,31.1,13:00
213,구의,평일,2호선,내선,37.8,13:00
213,구의,평일,2호선,외선,32.6,13:00
214,강변,평일,2호선,내선,34.5,13:00
214,강변,평일,2호선,외선,30.8,13:00
215,잠실나루,평일,2호선,내선,35.8,13:00
215,잠실나루,평일,2호선,외선,30.1,13:00
216,잠실,평일,2호선,내선,39.3,13:00
216,잠실,평일,2호선,외선,30.4,13:00
217,신천,평일,2호선,내선,40.7,13:00
217,신천,평일,2호선,외선,33.3,13:00
218,종합운동장,평일,2호선,내선,35.3,13:00
218,종합운동장,평일,2호선,외선,32.2,13:00
219,삼성,평일,2호선,내선,39.1,13:00
219,삼성,평일,2호선,외선,32.1,13:00
220,선릉,평일,2호선,내선,53.7,13:00
220,선릉,평일,2호선,외선,39.3,13:00
221,역삼,평일,2호선,내선,51.6,13:00
221,역삼,평일,2호선,외선,50.7,13:00
222,강남,평일,2호선,내선,54.8,13:00
222,강남,평일,2호선,외선,51.6,13:00
223,교대,평일,2호선,내선,50.8,13:00
223,교대,평일,2호선,외선,56.9,13:00
224,서초,평일,2호선,내선,50.5,13:00
224,서초,평일,2호선,외선,54.4,13:00
225,방배,평일,2호선,내선,50.8,13:00
225,방배,평일,2호선,외선,61.3,13:00
226,사당,평일,2호선,내선,47.7,13:00
226,사당,평일,2호선,외선,59.8,13:00
227,낙성대,평일,2호선,내선,46.4,13:00
227,낙성대,평일,2호선,외선,55.9,13:00
228,서울대입구,평일,2호선,내선,42.2,13:00
228,서울대입구,평일,2호선,외선,54.6,13:00
229,봉천,평일,2호선,내선,42.1,13:00
229,봉천,평일,2호선,외선,46.8,13:00
230,신림,평일,2호선,내선,42,13:00
230,신림,평일,2호선,외선,47.3,13:00
231,신대방,평일,2호선,내선,42.8,13:00
231,신대방,평일,2호선,외선,41.4,13:00
232,구로디지털단지,평일,2호선,내선,46.7,13:00
232,구로디지털단지,평일,2호선,외선,42.8,13:00
233,대림,평일,2호선,내선,48.6,13:00
233,대림,평일,2호선,외선,44.3,13:00
234,신도림,평일,2호선,내선,44.3,13:00
234,신도림,평일,2호선,외선,43.7,13:00
235,문래,평일,2호선,내선,46.6,13:00
235,문래,평일,2호선,외선,41.1,13:00
236,영등포구청,평일,2호선,내선,45.4,13:00
236,영등포구청,평일,2호선,외선,40.4,13:00
237,당산,평일,2호선,내선,46.4,13:00
237,당산,평일,2호선,외선,37.8,13:00
238,합정,평일,2호선,내선,45.2,13:00
238,합정,평일,2호선,외선,36.9,13:00
239,홍대입구,평일,2호선,내선,43.5,13:00
239,홍대입구,평일,2호선,외선,32.6,13:00
240,신촌(지하),평일,2호선,내선,43.5,13:00
240,신촌(지하),평일,2호선,외선,36.8,13:00
241,이대,평일,2호선,내선,42.9,13:00
241,이대,평일,2호선,외선,36.7,13:00
242,아현,평일,2호선,내선,43.5,13:00
242,아현,평일,2호선,외선,38.1,13:00
243,충정로,평일,2호선,내선,44.6,13:00
243,충정로,평일,2호선,외선,37.1,13:00
244,용답,평일,성수지선,내선,14.6,13:00
244,용답,평일,성수지선,외선,12.7,13:00
245,신답,평일,성수지선,내선,13,13:00
245,신답,평일,성수지선,외선,12.7,13:00
246,신설동,평일,성수지선,내선,11.2,13:00
246,신설동,평일,성수지선,외선,0,13:00
247,도림천,평일,신정지선,내선,24.7,13:00
247,도림천,평일,신정지선,외선,36.9,13:00
248,양천구청,평일,신정지선,내선,20.8,13:00
248,양천구청,평일,신정지선,외선,35.9,13:00
249,신정네거리,평일,신정지선,내선,16.6,13:00
249,신정네거리,평일,신정지선,외선,27.9,13:00
250,용두,평일,성수지선,내선,12.5,13:00
250,용두,평일,성수지선,외선,10.8,13:00
260,까치산,평일,신정지선,내선,0,13:00
260,까치산,평일,신정지선,외선,20,13:00
309,지축,평일,3호선,상선,22.1,13:00
309,지축,평일,3호선,하선,29.4,13:00
310,구파발,평일,3호선,상선,22.5,13:00
310,구파발,평일,3호선,하선,33.8,13:00
311,연신내,평일,3호선,상선,28.3,13:00
311,연신내,평일,3호선,하선,40.7,13:00
312,불광,평일,3호선,상선,30.3,13:00
312,불광,평일,3호선,하선,46.8,13:00
313,녹번,평일,3호선,상선,30,13:00
313,녹번,평일,3호선,하선,52.8,13:00
314,홍제,평일,3호선,상선,31.8,13:00
314,홍제,평일,3호선,하선,53.5,13:00
315,무악재,평일,3호선,상선,34,13:00
315,무악재,평일,3호선,하선,55.7,13:00
316,독립문,평일,3호선,상선,32.1,13:00
316,독립문,평일,3호선,하선,50.7,13:00
317,경복궁,평일,3호선,상선,36.2,13:00
317,경복궁,평일,3호선,하선,58.9,13:00
318,안국,평일,3호선,상선,44.4,13:00
318,안국,평일,3호선,하선,66.2,13:00
319,종로3가,평일,3호선,상선,50.7,13:00
319,종로3가,평일,3호선,하선,53.9,13:00
320,을지로3가,평일,3호선,상선,41.9,13:00
320,을지로3가,평일,3호선,하선,52.9,13:00
321,충무로,평일,3호선,상선,41.6,13:00
321,충무로,평일,3호선,하선,47.8,13:00
322,동대입구,평일,3호선,상선,45.6,13:00
322,동대입구,평일,3호선,하선,49.8,13:00
323,약수,평일,3호선,상선,42.9,13:00
323,약수,평일,3호선,하선,54.8,13:00
324,금호,평일,3호선,상선,48.9,13:00
324,금호,평일,3호선,하선,52.4,13:00
325,옥수,평일,3호선,상선,46.8,13:00
325,옥수,평일,3호선,하선,58.5,13:00
326,압구정,평일,3호선,상선,46.7,13:00
326,압구정,평일,3호선,하선,51.8,13:00
327,신사,평일,3호선,상선,48.1,13:00
327,신사,평일,3호선,하선,51.9,13:00
328,잠원,평일,3호선,상선,54.7,13:00
328,잠원,평일,3호선,하선,50.3,13:00
329,고속터미널,평일,3호선,상선,52.4,13:00
329,고속터미널,평일,3호선,하선,63.2,13:00
330,교대,평일,3호선,상선,56.9,13:00
330,교대,평일,3호선,하선,46.1,13:00
