pow,ymdhms,temprt,rain,wnd_spd,wnd_dir,humdt,steampressr,dewpnt,pressr,seapressr,sunshine,snow,cloud,cloud2,mincloud,visiblt,grd_temprt
100,2019112017,7.5,0.0,1.7,320.0,32.0,3.3,-8.1,1009.0,1029.3,0.7,0.0,0.0,0.0,,1865.0,6.2
0,2019112018,4.9,0.0,0.6,340.0,43.0,3.7,-6.6,1009.0,1029.6,0.0,0.0,0.0,0.0,,812.0,3.9
0,2019112019,2.3,0.0,0.0,0.0,62.0,4.5,-4.2,1009.8,1030.5,0.0,0.0,0.0,0.0,,779.0,2.5
0,2019112020,1.0,0.0,0.0,0.0,69.0,4.5,-4.0,1009.8,1030.7,0.0,0.0,0.0,0.0,,1058.0,1.7
0,2019112021,-0.1,0.0,0.0,0.0,75.0,4.5,-4.0,1010.5,1031.5,0.0,0.0,0.0,0.0,,1215.0,1.0
0,2019112022,-1.0,0.0,0.0,0.0,78.0,4.4,-4.3,1010.9,1031.9,0.0,0.0,0.0,0.0,,1274.0,0.6
0,2019112023,-1.8,0.0,0.0,0.0,84.0,4.5,-4.1,1011.4,1032.5,0.0,0.0,0.0,0.0,,1232.0,0.3
0,2019112100,-2.2,0.0,0.0,0.0,84.0,4.4,-4.5,1011.3,1032.4,0.0,0.0,0.0,0.0,,1366.0,0.0
0,2019112101,-2.6,0.0,0.0,0.0,87.0,4.4,-4.4,1011.4,1032.6,0.0,0.0,0.0,0.0,,1352.0,-0.3
0,2019112102,-3.0,0.0,0.0,0.0,88.0,4.3,-4.7,1011.1,1032.3,0.0,0.0,0.0,0.0,,1277.0,-0.4
0,2019112103,-3.4,0.0,0.0,0.0,90.0,4.3,-4.8,1011.0,1032.2,0.0,0.0,0.0,0.0,,1393.0,-0.5
0,2019112104,-3.6,0.0,0.0,0.0,91.0,4.3,-4.8,1010.5,1031.8,0.0,0.0,0.0,0.0,,1282.0,-0.6
0,2019112105,-3.8,0.0,0.0,0.0,92.0,4.2,-4.9,1010.4,1031.7,0.0,0.0,0.0,0.0,,1224.0,-0.8
0,2019112106,-3.5,0.0,0.0,0.0,91.0,4.3,-4.7,1010.2,1031.4,0.0,0.0,0.0,0.0,,1300.0,-0.7
2700,2019112107,-3.8,0.0,0.0,0.0,93.0,4.3,-4.7,1010.9,1032.2,0.0,0.0,0.0,0.0,,1079.0,-1.2
26100,2019112108,-2.3,0.0,0.0,0.0,88.0,4.5,-4.0,1011.8,1033.0,0.4,0.0,0.0,0.0,,1357.0,-0.3
51800,2019112109,0.9,0.0,0.0,0.0,77.0,5.0,-2.6,1012.2,1033.1,1.0,0.0,0.0,0.0,,1544.0,0.3
65700,2019112110,6.1,0.0,0.1,0.0,57.0,5.4,-1.7,1011.8,1032.3,1.0,0.0,2.0,0.0,,1538.0,1.3
72800,2019112111,9.9,0.0,0.2,0.0,38.0,4.6,-3.7,1011.0,1031.2,1.0,0.0,0.0,0.0,,1724.0,8.0
62700,2019112112,12.7,0.0,1.7,180.0,25.0,3.7,-6.8,1010.0,1029.9,1.0,0.0,1.0,1.0,,1935.0,11.8
60800,2019112113,13.8,0.0,2.1,140.0,18.0,2.8,-10.1,1008.7,1028.5,1.0,0.0,1.0,0.0,,1940.0,13.3
41300,2019112114,13.5,0.0,3.0,230.0,19.0,2.9,-9.7,1008.3,1028.1,1.0,0.0,2.0,0.0,,1938.0,13.9
22500,2019112115,13.3,0.0,2.0,180.0,32.0,4.9,-3.0,1008.2,1028.0,0.9,0.0,7.0,1.0,,1949.0,13.4
5500,2019112116,12.9,0.0,2.0,200.0,37.0,5.5,-1.4,1008.9,1028.8,0.9,0.0,7.0,4.0,42.0,1919.0,12.5
100,2019112117,11.5,0.0,1.2,180.0,41.0,5.6,-1.3,1009.4,1029.4,0.1,0.0,8.0,7.0,42.0,1985.0,9.5
0,2019112118,9.6,0.0,0.0,0.0,45.0,5.4,-1.7,1009.9,1030.1,0.0,0.0,7.0,4.0,50.0,1416.0,7.4
0,2019112119,7.9,0.0,0.2,0.0,55.0,5.8,-0.6,1010.3,1030.6,0.0,0.0,8.0,8.0,41.0,1671.0,6.7
0,2019112120,6.5,0.0,0.0,0.0,61.0,5.9,-0.4,1010.5,1030.9,0.0,0.0,9.0,1.0,40.0,1044.0,6.0
0,2019112121,5.9,0.0,0.0,0.0,67.0,6.2,0.2,1010.7,1031.2,0.0,0.0,9.0,8.0,42.0,1178.0,6.2
0,2019112122,5.0,0.0,0.0,0.0,69.0,6.0,-0.2,1010.3,1030.9,0.0,0.0,7.0,5.0,40.0,1225.0,4.9
0,2019112123,4.3,0.0,0.0,0.0,73.0,6.1,-0.1,1009.8,1030.4,0.0,0.0,7.0,5.0,43.0,1629.0,4.6
0,2019112300,4.2,0.0,0.0,0.0,97.0,8.0,3.7,1005.8,1026.3,0.0,0.0,0.0,0.0,,536.0,4.4
0,2019112301,3.9,0.0,0.0,0.0,98.0,7.9,3.6,1006.0,1026.5,0.0,0.0,0.0,0.0,,567.0,4.1
0,2019112302,3.6,0.0,0.0,0.0,98.0,7.7,3.3,1005.3,1025.8,0.0,0.0,1.0,0.0,,614.0,3.7
0,2019112303,2.8,0.0,0.0,0.0,98.0,7.3,2.5,1005.3,1025.9,0.0,0.0,2.0,0.0,,524.0,3.2
0,2019112304,2.4,0.0,0.0,0.0,98.0,7.1,2.1,1005.5,1026.1,0.0,0.0,0.0,0.0,,588.0,3.0
0,2019112305,2.1,0.0,0.0,0.0,98.0,7.0,1.8,1005.6,1026.3,0.0,0.0,8.0,0.0,,470.0,2.6
0,2019112306,1.9,0.0,0.0,0.0,98.0,6.9,1.6,1006.2,1026.9,0.0,0.0,8.0,0.0,,618.0,2.5
1800,2019112307,1.9,0.0,0.0,0.0,98.0,6.9,1.6,1006.5,1027.2,0.0,0.0,10.0,0.0,,458.0,2.2
25200,2019112308,2.7,0.0,0.0,0.0,98.0,7.3,2.4,1006.5,1027.1,0.4,0.0,10.0,0.0,,265.0,3.2
48400,2019112309,6.4,0.0,0.0,0.0,90.0,8.6,4.8,1006.4,1026.8,1.0,0.0,5.0,0.0,,511.0,6.3
63100,2019112310,12.3,0.0,0.2,0.0,72.0,10.2,7.3,1006.0,1025.9,1.0,0.0,5.0,0.0,,1303.0,10.3
62900,2019112311,16.8,0.0,1.6,160.0,56.0,10.6,7.9,1004.8,1024.3,1.0,0.0,0.0,0.0,,1782.0,14.4
68400,2019112312,17.7,0.0,2.9,110.0,50.0,10.1,7.1,1003.6,1023.0,1.0,0.0,3.0,0.0,,1936.0,16.8
64900,2019112313,18.6,0.0,2.8,180.0,46.0,9.8,6.7,1002.9,1022.1,1.0,0.0,6.0,0.0,,1799.0,18.1
48600,2019112314,18.1,0.0,3.2,200.0,48.0,9.9,6.9,1001.9,1021.2,1.0,0.0,6.0,0.0,,1811.0,18.4
36400,2019112315,18.5,0.0,2.7,230.0,46.0,9.7,6.6,1001.5,1020.7,1.0,0.0,2.0,0.0,,1934.0,17.7
4600,2019112316,18.0,0.0,1.6,200.0,48.0,9.9,6.8,1002.2,1021.5,1.0,0.0,1.0,0.0,,1957.0,16.1
0,2019112317,16.4,0.0,2.1,230.0,54.0,10.0,7.0,1002.3,1021.8,0.7,0.0,4.0,0.0,,1917.0,12.6
0,2019112318,12.3,0.0,0.0,0.0,72.0,10.2,7.3,1002.7,1022.5,0.0,0.0,0.0,0.0,,1119.0,9.4
0,2019112319,10.6,0.0,0.0,0.0,81.0,10.3,7.4,1002.8,1022.8,0.0,0.0,9.0,3.0,69.0,880.0,8.8
0,2019112320,9.4,0.0,1.5,290.0,87.0,10.2,7.3,1003.2,1023.2,0.0,0.0,9.0,8.0,55.0,890.0,8.6
0,2019112321,9.3,0.0,0.0,0.0,89.0,10.4,7.5,1002.9,1022.9,0.0,0.0,10.0,4.0,50.0,906.0,8.4
0,2019112322,9.4,0.0,1.4,320.0,90.0,10.6,7.8,1002.1,1022.1,0.0,0.0,10.0,7.0,45.0,878.0,9.0
0,2019112323,9.7,0.0,0.3,0.0,88.0,10.6,7.8,1002.1,1022.1,0.0,0.0,10.0,8.0,36.0,958.0,9.4
0,2019112400,9.8,0.0,0.2,0.0,92.0,11.1,8.5,1001.8,1021.8,0.0,0.0,9.0,6.0,28.0,772.0,9.7
0,2019112401,9.6,0.0,0.9,290.0,96.0,11.4,8.9,1001.6,1021.6,0.0,0.0,2.0,2.0,33.0,398.0,9.9
0,2019112402,9.7,0.0,0.2,0.0,98.0,11.7,9.3,1001.1,1021.1,0.0,0.0,4.0,2.0,17.0,338.0,9.9
0,2019112403,9.8,0.3,0.7,270.0,98.0,11.8,9.4,1001.1,1021.1,0.0,0.0,3.0,3.0,14.0,184.0,10.3
0,2019112404,9.9,0.0,0.5,90.0,98.0,11.9,9.5,1000.5,1020.5,0.0,0.0,5.0,2.0,10.0,138.0,10.1
0,2019112405,9.9,0.0,0.0,0.0,98.0,11.9,9.5,999.8,1019.8,0.0,0.0,9.0,0.0,,140.0,10.0
0,2019112406,10.0,0.4,0.4,0.0,98.0,11.9,9.6,1000.0,1020.0,0.0,0.0,7.0,3.0,14.0,165.0,9.9
800,2019112407,10.2,0.0,1.0,110.0,98.0,12.1,9.8,1000.3,1020.3,0.0,0.0,3.0,3.0,10.0,144.0,10.4
16800,2019112408,10.3,0.0,1.1,270.0,98.0,12.2,9.9,999.5,1019.4,0.0,0.0,7.0,1.0,38.0,65.0,10.5
7000,2019112409,12.2,0.0,0.5,290.0,98.0,13.8,11.8,998.8,1018.5,0.7,0.0,5.0,2.0,35.0,359.0,12.7
13700,2019112410,13.3,0.0,0.5,110.0,96.0,14.6,12.6,1000.0,1019.7,0.0,0.0,2.0,2.0,34.0,506.0,15.1
42500,2019112411,14.8,0.0,1.2,140.0,89.0,14.9,12.9,999.6,1019.2,0.0,0.0,10.0,9.0,34.0,775.0,18.7
33200,2019112412,18.6,0.0,1.8,270.0,70.0,15.0,13.0,998.6,1017.8,0.4,0.0,8.0,8.0,33.0,1600.0,20.0
42200,2019112413,19.9,0.0,2.9,290.0,56.0,12.9,10.8,997.5,1016.7,0.9,0.0,5.0,1.0,33.0,1898.0,21.8
31300,2019112414,20.3,0.0,4.5,340.0,54.0,12.8,10.6,997.0,1016.1,1.0,0.0,6.0,5.0,34.0,1822.0,21.4
28600,2019112415,20.7,0.0,2.5,320.0,56.0,13.6,11.5,996.5,1015.6,0.7,0.0,6.0,6.0,34.0,1786.0,20.4
3100,2019112416,20.6,0.0,2.9,320.0,49.0,11.9,9.5,996.9,1016.0,1.0,0.0,5.0,1.0,,1743.0,19.0
200,2019112417,18.8,0.0,2.3,340.0,59.0,12.8,10.6,997.3,1016.4,0.5,0.0,4.0,0.0,,1537.0,15.6
0,2019112418,17.7,0.0,2.6,320.0,66.0,13.3,11.2,997.8,1017.0,0.0,0.0,6.0,0.0,,1441.0,14.4
0,2019112419,17.5,0.0,5.6,320.0,67.0,13.3,11.2,998.9,1018.2,0.0,0.0,8.0,2.0,8.0,1444.0,15.9
0,2019112420,15.5,0.0,4.6,320.0,81.0,14.2,12.2,999.3,1018.8,0.0,0.0,7.0,7.0,5.0,1507.0,14.4
0,2019112421,13.0,0.0,5.7,320.0,83.0,12.4,10.1,1000.8,1020.5,0.0,0.0,8.0,8.0,4.0,1640.0,13.1
0,2019112422,11.9,0.0,2.6,340.0,78.0,10.8,8.1,1001.7,1021.5,0.0,0.0,10.0,5.0,8.0,1534.0,11.1
0,2019112423,11.4,0.0,4.9,340.0,79.0,10.6,7.8,1002.6,1022.5,0.0,0.0,9.0,9.0,5.0,1408.0,11.4
0,2019112500,10.8,0.0,3.5,360.0,73.0,9.4,6.1,1002.9,1022.9,0.0,0.0,9.0,9.0,,1604.0,10.7
0,2019112501,9.6,0.0,5.2,340.0,67.0,8.0,3.7,1003.2,1023.3,0.0,0.0,9.0,9.0,7.0,1527.0,9.5
0,2019112502,8.8,0.0,6.2,340.0,70.0,7.9,3.6,1003.0,1023.1,0.0,0.0,9.0,8.0,7.0,1332.0,8.5
0,2019112503,7.9,0.0,4.6,320.0,70.0,7.4,2.7,1002.8,1022.9,0.0,0.0,9.0,6.0,8.0,1369.0,7.5
0,2019112504,6.9,0.0,7.9,320.0,68.0,6.7,1.3,1002.8,1023.0,0.0,0.0,10.0,6.0,8.0,1529.0,6.4
0,2019112505,5.9,0.0,4.7,290.0,66.0,6.1,0.0,1003.4,1023.7,0.0,0.0,9.0,1.0,,1628.0,5.6
0,2019112506,5.3,0.0,4.7,340.0,66.0,5.9,-0.5,1003.9,1024.3,0.0,0.0,10.0,0.0,,1552.0,5.1
1400,2019112507,4.7,0.0,5.1,320.0,67.0,5.7,-0.9,1004.8,1025.3,0.0,0.0,9.0,9.0,69.0,1531.0,4.5
11300,2019112508,4.6,0.0,4.3,320.0,61.0,5.2,-2.2,1005.1,1025.6,0.1,0.0,10.0,9.0,54.0,1648.0,4.9
19800,2019112509,5.0,0.0,3.1,320.0,58.0,5.1,-2.5,1006.0,1026.5,0.0,0.0,10.0,8.0,38.0,1758.0,6.8
12700,2019112510,5.3,0.0,3.9,320.0,58.0,5.2,-2.3,1006.8,1027.3,0.0,0.0,10.0,7.0,41.0,1855.0,7.7
17100,2019112511,5.0,0.0,1.9,340.0,56.0,4.9,-3.0,1007.1,1027.6,0.0,0.0,10.0,8.0,35.0,1863.0,7.6
19200,2019112512,5.4,0.0,3.6,320.0,57.0,5.1,-2.4,1006.7,1027.2,0.0,0.0,10.0,2.0,40.0,1743.0,9.4
16500,2019112513,5.6,0.0,4.5,320.0,56.0,5.1,-2.5,1006.2,1026.6,0.0,0.0,10.0,0.0,,1796.0,9.0
17500,2019112514,5.8,0.0,3.5,290.0,58.0,5.4,-1.8,1006.2,1026.6,0.0,0.0,10.0,2.0,40.0,1525.0,9.6
11700,2019112515,5.9,0.0,4.0,320.0,58.0,5.4,-1.7,1006.4,1026.8,0.0,0.0,10.0,0.0,,1610.0,8.4
2500,2019112516,6.0,0.0,2.6,290.0,59.0,5.5,-1.4,1006.7,1027.1,0.0,0.0,10.0,1.0,44.0,1501.0,8.0
0,2019112517,5.7,0.0,2.2,320.0,60.0,5.5,-1.4,1007.1,1027.5,0.0,0.0,10.0,3.0,14.0,1405.0,6.4
0,2019112518,5.4,0.0,2.7,320.0,63.0,5.7,-1.0,1007.4,1027.9,0.0,0.0,10.0,6.0,11.0,1407.0,5.5
0,2019112519,5.2,0.0,1.1,320.0,64.0,5.7,-1.0,1007.9,1028.4,0.0,0.0,10.0,0.0,,1395.0,5.4
0,2019112520,5.1,0.0,1.9,340.0,66.0,5.8,-0.7,1007.9,1028.4,0.0,0.0,10.0,2.0,50.0,1373.0,4.9
0,2019112521,4.5,0.0,0.4,0.0,69.0,5.8,-0.7,1008.2,1028.7,0.0,0.0,10.0,9.0,51.0,1300.0,4.7
0,2019112522,3.4,0.0,0.0,0.0,76.0,5.9,-0.4,1008.6,1029.2,0.0,0.0,6.0,6.0,51.0,1161.0,3.9
0,2019112523,2.2,0.0,0.0,0.0,83.0,6.0,-0.3,1008.5,1029.2,0.0,0.0,7.0,0.0,,1041.0,2.9
0,2019112600,1.4,0.0,0.0,0.0,91.0,6.1,0.0,1008.4,1029.2,0.0,0.0,2.0,0.0,,740.0,2.4
0,2019112601,0.6,0.0,0.0,0.0,93.0,5.9,-0.4,1008.5,1029.4,0.0,0.0,0.0,0.0,,640.0,2.0
0,2019112602,0.2,0.0,0.0,0.0,95.0,5.9,-0.5,1008.2,1029.1,0.0,0.0,0.0,0.0,,495.0,2.3
0,2019112603,0.2,0.0,0.0,0.0,95.0,5.9,-0.5,1008.5,1029.4,0.0,0.0,0.0,0.0,,386.0,2.0
0,2019112604,-0.1,0.0,0.0,0.0,97.0,5.9,-0.5,1008.6,1029.5,0.0,0.0,1.0,0.0,,415.0,1.6
0,2019112605,-0.2,0.0,0.0,0.0,97.0,5.8,-0.6,1008.4,1029.3,0.0,0.0,1.0,0.0,,428.0,1.4
0,2019112606,-0.4,0.0,0.0,0.0,98.0,5.8,-0.6,1008.5,1029.5,0.0,0.0,6.0,0.0,,369.0,1.0
1600,2019112607,-0.8,0.0,0.3,0.0,98.0,5.7,-1.0,1008.7,1029.7,0.0,0.0,0.0,0.0,,341.0,0.6
18000,2019112608,-0.2,0.0,0.0,0.0,98.0,5.9,-0.4,1009.4,1030.4,0.3,0.0,0.0,0.0,,413.0,1.3
47200,2019112609,3.0,0.0,0.1,0.0,86.0,6.5,0.8,1009.5,1030.2,1.0,0.0,1.0,0.0,,784.0,3.7
58200,2019112610,8.2,0.0,0.4,0.0,72.0,7.8,3.4,1009.4,1029.6,0.8,0.0,8.0,4.0,18.0,1172.0,10.7
63800,2019112611,13.2,0.0,1.0,50.0,53.0,8.0,3.8,1008.6,1028.4,0.9,0.0,7.0,7.0,19.0,1737.0,11.3
48300,2019112612,14.3,0.0,1.0,250.0,48.0,7.8,3.4,1007.4,1027.1,1.0,0.0,3.0,0.0,,1897.0,14.0
30800,2019112613,13.4,0.0,2.1,180.0,51.0,7.8,3.4,1006.6,1026.4,0.3,0.0,8.0,8.0,17.0,1916.0,18.7
28500,2019112614,13.8,0.0,2.4,180.0,49.0,7.7,3.2,1006.2,1025.9,0.2,0.0,10.0,10.0,17.0,1938.0,18.8
9800,2019112615,13.4,0.0,2.4,180.0,51.0,7.8,3.4,1006.0,1025.8,0.6,0.0,9.0,2.0,16.0,1969.0,16.2
4200,2019112616,13.0,0.0,1.7,230.0,53.0,7.9,3.6,1006.2,1026.0,0.1,0.0,9.0,2.0,14.0,1986.0,14.1
0,2019112617,12.4,0.0,1.4,200.0,55.0,7.8,3.5,1006.3,1026.2,0.2,0.0,8.0,5.0,26.0,1980.0,11.7
0,2019112618,11.0,0.0,0.0,0.0,61.0,8.0,3.7,1006.6,1026.6,0.0,0.0,10.0,0.0,,1503.0,9.3
0,2019112619,8.7,0.0,0.9,290.0,74.0,8.3,4.3,1007.0,1027.2,0.0,0.0,9.0,2.0,18.0,1370.0,8.6
0,2019112620,8.5,0.0,0.0,0.0,78.0,8.6,4.8,1007.2,1027.4,0.0,0.0,10.0,7.0,17.0,1542.0,9.1
0,2019112621,8.2,0.0,0.0,0.0,79.0,8.5,4.7,1006.9,1027.1,0.0,0.0,9.0,6.0,13.0,1379.0,8.4
0,2019112622,7.9,0.0,0.0,0.0,81.0,8.6,4.8,1006.6,1026.8,0.0,0.0,9.0,8.0,17.0,1558.0,8.4
0,2019112623,7.9,0.0,0.0,0.0,83.0,8.8,5.1,1006.8,1027.0,0.0,0.0,10.0,7.0,13.0,1462.0,8.6
0,2019112700,7.5,0.0,0.2,0.0,85.0,8.8,5.1,1006.7,1027.0,0.0,0.0,10.0,2.0,,1478.0,7.7
0,2019112701,7.0,0.0,0.3,0.0,87.0,8.7,4.9,1006.4,1026.7,0.0,0.0,9.0,1.0,17.0,1338.0,6.7
0,2019112702,6.7,0.0,0.0,0.0,89.0,8.7,5.0,1006.4,1026.7,0.0,0.0,10.0,2.0,12.0,1316.0,7.5
0,2019112703,8.4,0.0,1.5,270.0,79.0,8.7,4.9,1006.2,1026.4,0.0,0.0,9.0,9.0,16.0,880.0,8.0
0,2019112704,8.8,0.0,2.7,320.0,76.0,8.5,4.7,1006.0,1026.1,0.0,0.0,0.0,0.0,,742.0,8.1
0,2019112705,8.4,0.0,2.0,340.0,79.0,8.7,4.9,1005.5,1025.7,0.0,0.0,0.0,0.0,,631.0,8.0
0,2019112706,8.3,0.0,1.9,320.0,79.0,8.6,4.8,1005.5,1025.7,0.0,0.0,9.0,9.0,14.0,549.0,8.0
100,2019112707,8.2,0.0,2.3,290.0,81.0,8.8,5.1,1006.2,1026.4,0.0,0.0,8.0,5.0,5.0,457.0,8.0
2100,2019112708,8.1,0.0,1.7,290.0,81.0,8.7,5.0,1006.3,1026.5,0.0,0.0,9.0,9.0,4.0,288.0,8.4
6500,2019112709,,0.0,,,,,,,,0.0,0.0,10.0,,,,
9700,2019112710,,0.0,,,,,,,,0.0,0.0,10.0,,,,
13900,2019112711,,0.0,,,,,,,,0.0,0.0,10.0,,,,
18000,2019112712,,0.0,,,,,,,,0.0,0.0,10.0,,,,
17000,2019112713,,0.0,,,,,,,,0.0,0.0,10.0,,,,
15400,2019112714,8.0,0.0,4.5,320.0,51.0,5.5,-1.5,1004.2,1024.4,0.0,0.0,10.0,,,,10.0
11300,2019112715,7.9,0.0,4.2,320.0,47.0,5.0,-2.7,1003.8,1024.0,0.0,0.0,10.0,,,,9.9
2800,2019112716,7.5,0.0,2.7,290.0,48.0,5.0,-2.8,1004.1,1024.3,0.0,0.0,10.0,,,1428.0,9.2
100,2019112717,6.8,0.0,4.1,290.0,49.0,4.9,-3.1,1004.5,1024.8,0.0,0.0,10.0,,,1361.0,6.4
0,2019112718,6.2,0.0,2.1,290.0,51.0,4.8,-3.2,1004.9,1025.2,0.0,0.0,10.0,,,1372.0,5.3
0,2019112719,5.8,0.0,3.5,290.0,49.0,4.5,-4.1,1005.0,1025.4,0.0,0.0,10.0,,,,4.8
0,2019112720,5.3,0.0,3.4,290.0,52.0,4.6,-3.7,1005.2,1025.6,0.0,0.0,10.0,,,,4.1
0,2019112721,5.2,0.0,3.6,290.0,54.0,4.8,-3.3,1005.2,1025.6,0.0,0.0,10.0,,,,4.0
0,2019112722,4.8,0.0,2.8,270.0,56.0,4.8,-3.2,1005.5,1026.0,0.0,0.0,10.0,,,,3.7
0,2019112723,4.7,0.0,4.2,290.0,56.0,4.8,-3.3,1006.0,1026.5,0.0,0.0,10.0,,,,3.4
0,2019112800,4.3,0.0,4.2,290.0,57.0,4.8,-3.4,1005.6,1026.1,0.0,0.0,10.0,,,,3.1
0,2019112801,3.6,0.0,4.3,290.0,60.0,4.8,-3.4,1005.7,1026.2,0.0,0.0,10.0,,,1163.0,2.3
0,2019112802,3.2,0.0,3.6,290.0,61.0,4.7,-3.6,1005.7,1026.3,0.0,0.0,9.0,,,1142.0,2.1
0,2019112803,3.2,0.0,4.5,290.0,60.0,4.6,-3.8,1005.7,1026.3,0.0,0.0,10.0,,,1130.0,2.0
0,2019112804,2.7,0.0,3.5,320.0,62.0,4.6,-3.8,1005.7,1026.3,0.0,0.0,8.0,,,1125.0,1.6
0,2019112805,2.4,0.0,4.0,290.0,64.0,4.6,-3.7,1005.9,1026.6,0.0,0.0,8.0,,,1094.0,1.1
0,2019112806,1.9,0.0,3.4,290.0,66.0,4.6,-3.7,1006.2,1026.9,0.0,0.0,2.0,,,1037.0,0.4
1400,2019112807,1.6,0.0,3.3,320.0,67.0,4.6,-3.8,1006.8,1027.5,0.0,0.0,1.0,,,968.0,0.1
22900,2019112808,2.1,0.0,1.4,320.0,65.0,4.6,-3.8,1007.1,1027.8,0.2,0.0,0.0,,,942.0,0.8
49700,2019112809,4.2,0.0,3.0,270.0,59.0,4.9,-3.1,1007.5,1028.0,1.0,0.0,6.0,,,935.0,5.0
29400,2019112810,5.0,0.0,2.9,290.0,57.0,5.0,-2.8,1007.9,1028.4,0.8,0.0,8.0,,,963.0,8.2
68100,2019112811,7.1,0.0,3.4,250.0,54.0,5.5,-1.5,1007.9,1028.2,0.8,0.0,6.0,,,966.0,9.9
71100,2019112812,9.4,0.0,3.5,250.0,48.0,5.7,-1.0,1006.8,1026.9,1.0,0.0,1.0,,,1015.0,17.9
46400,2019112813,11.8,0.0,3.8,250.0,47.0,6.5,0.8,1005.9,1025.8,1.0,0.0,1.0,,,1264.0,23.3
19500,2019112814,12.3,0.0,2.9,250.0,47.0,6.7,1.2,1005.6,1025.5,0.8,0.0,4.0,0.0,,1227.0,15.6
40200,2019112815,12.9,0.0,3.4,250.0,47.0,7.0,1.8,1005.4,1025.2,1.0,0.0,6.0,6.0,15.0,1334.0,15.9
5200,2019112816,12.0,0.0,2.2,270.0,52.0,7.3,2.4,1006.0,1025.9,0.4,0.0,6.0,6.0,16.0,1489.0,11.4
100,2019112817,10.2,0.0,1.8,270.0,56.0,6.9,1.7,1006.4,1026.5,0.6,0.0,5.0,2.0,15.0,1200.0,8.9
0,2019112818,7.7,0.0,2.5,250.0,68.0,7.1,2.1,1007.1,1027.3,0.0,0.0,2.0,2.0,15.0,1319.0,6.4
0,2019112819,7.8,0.0,3.1,290.0,59.0,6.2,0.2,1008.0,1028.3,0.0,0.0,2.0,2.0,15.0,1075.0,5.3
0,2019112820,5.8,0.0,2.4,320.0,68.0,6.2,0.3,1008.4,1028.9,0.0,0.0,0.0,0.0,,929.0,3.8
0,2019112821,5.4,0.0,1.8,270.0,70.0,6.2,0.3,1008.9,1029.4,0.0,0.0,0.0,0.0,,831.0,3.7
0,2019112822,3.0,0.0,1.0,140.0,83.0,6.2,0.3,1008.8,1029.5,0.0,0.0,0.0,0.0,,669.0,2.0
0,2019112823,1.7,0.0,0.4,0.0,89.0,6.1,0.0,1009.0,1029.8,0.0,0.0,0.0,0.0,,532.0,1.2
0,2019112900,2.2,0.0,2.1,250.0,89.0,6.3,0.5,1009.2,1029.9,0.0,0.0,0.0,0.0,,484.0,0.9
0,2019112901,0.7,0.0,0.2,0.0,92.0,5.9,-0.4,1009.1,1030.0,0.0,0.0,0.0,0.0,,404.0,0.5
0,2019112902,3.2,0.0,0.8,360.0,95.0,7.3,2.4,1008.9,1029.5,0.0,0.0,0.0,0.0,,428.0,0.3
0,2019112903,2.9,0.0,0.9,250.0,91.0,6.8,1.5,1009.2,1029.9,0.0,0.0,0.0,0.0,,441.0,0.4
0,2019112904,2.1,0.0,0.5,230.0,95.0,6.7,1.3,1008.8,1029.5,0.0,0.0,0.0,0.0,,351.0,-0.3
0,2019112905,1.6,0.0,0.6,320.0,94.0,6.4,0.7,1009.1,1029.9,0.0,0.0,2.0,0.0,,333.0,-0.2
0,2019112906,2.3,0.0,2.4,290.0,83.0,6.0,-0.2,1009.2,1029.9,0.0,0.0,1.0,0.0,,655.0,-0.1
1900,2019112907,2.2,0.0,2.9,290.0,79.0,5.7,-1.0,1009.7,1030.5,0.0,0.0,1.0,0.0,,888.0,-0.2
22200,2019112908,1.4,0.0,1.2,340.0,81.0,5.5,-1.5,1010.0,1030.8,0.2,0.0,0.0,0.0,,767.0,-0.2
51100,2019112909,3.9,0.0,2.2,290.0,63.0,5.1,-2.5,1010.2,1030.8,1.0,0.0,0.0,0.0,,1418.0,1.1
65800,2019112910,5.1,0.0,3.6,270.0,50.0,4.4,-4.4,1010.2,1030.8,1.0,0.0,0.0,0.0,,1729.0,3.9
72500,2019112911,6.8,0.0,5.4,250.0,43.0,4.2,-4.9,1010.0,1030.4,1.0,0.0,0.0,0.0,,1767.0,7.4
70600,2019112912,9.1,0.0,4.3,270.0,30.0,3.5,-7.5,1009.5,1029.7,1.0,0.0,0.0,0.0,,1902.0,15.1
71400,2019112913,9.7,0.0,4.7,290.0,20.0,2.4,-12.2,1008.8,1029.0,1.0,0.0,0.0,0.0,,1934.0,18.7
60100,2019112914,10.2,0.0,4.4,290.0,23.0,2.9,-10.0,1008.4,1028.5,1.0,0.0,0.0,0.0,,1839.0,11.4
38400,2019112915,9.9,0.0,5.2,290.0,22.0,2.7,-10.8,1008.4,1028.6,1.0,0.0,0.0,0.0,,1918.0,9.3
3000,2019112916,10.3,0.0,3.0,290.0,20.0,2.5,-11.7,1008.7,1028.8,1.0,0.0,0.0,0.0,,1993.0,7.8
200,2019112917,8.1,0.0,3.8,290.0,24.0,2.6,-11.3,1009.0,1029.2,0.7,0.0,0.0,0.0,,1668.0,5.0
0,2019112918,5.6,0.0,2.1,270.0,33.0,3.0,-9.4,1009.2,1029.7,0.0,0.0,0.0,0.0,,1722.0,2.1
0,2019112919,4.5,0.0,1.6,270.0,35.0,3.0,-9.6,1010.1,1030.7,0.0,0.0,0.0,0.0,,1812.0,0.9
