지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
174,순천,2020-02-01 08:00,-3.6,,,,1,,110,,95,,4.5,-4.2,1004.3,,1025.4,,0,,,,,0,0,,,478,,,-.4,,,,,
174,순천,2020-02-01 09:00,.1,,,,1.7,,250,,88,,5.4,-1.6,1004.9,,1025.7,,1,,,,,0,0,,,641,,,-.1,,,,,
174,순천,2020-02-01 10:00,3.1,,,,4.4,,290,,73,,5.6,-1.2,1005.5,,1026.1,,.7,,,,,10,5,,7,1146,,,.2,,,,,
174,순천,2020-02-01 11:00,4.5,,,,3,,290,,64,,5.4,-1.7,1005.6,,1026.1,,.2,,,,,9,9,,9,562,,,.4,,,,,
174,순천,2020-02-01 12:00,5.8,,,,3.9,,290,,58,,5.4,-1.8,1004.8,,1025.2,,.9,,,,,6,6,,10,420,,,1.8,,,,,
174,순천,2020-02-01 13:00,6.7,,,,4.3,,290,,57,,5.6,-1.2,1003.9,,1024.2,,1,,,,,3,3,,11,436,,,7.2,,,,,
174,순천,2020-02-01 14:00,6.3,,,,4.3,,320,,57,,5.4,-1.6,1003.4,,1023.7,,.4,,,,,6,6,,11,369,,,7.9,,,,,
174,순천,2020-02-01 15:00,7,,,,3.8,,290,,55,,5.5,-1.4,1002.8,,1023,,.3,,,,,6,6,,12,417,,,7.8,,,,,
174,순천,2020-02-01 16:00,6.8,,,,4,,320,,55,,5.4,-1.6,1002.9,,1023.1,,.2,,,,,6,5,,13,455,,,5.8,,,,,
174,순천,2020-02-01 17:00,6.7,,,,3.7,,320,,57,,5.6,-1.2,1002.8,,1023.1,,.6,,,,,6,6,,13,455,,,5.1,,,,,
174,순천,2020-02-01 18:00,6.1,,,,2.7,,320,,60,,5.7,-1,1003.5,,1023.8,,0,,,,,7,7,,13,434,,,3.6,,,,,
174,순천,2020-02-01 19:00,5.3,,,,1.7,,320,,63,,5.6,-1.1,1004,,1024.4,,,9,,,,0,0,,,410,,,2.6,,,,,
174,순천,2020-02-01 20:00,4.3,,,,2,,290,,69,,5.8,-.8,1004.1,,1024.6,,,9,,,,0,0,,,396,,,1.6,,,,,
174,순천,2020-02-01 21:00,3.2,,,,2.7,,290,,74,,5.7,-.9,1004.3,,1024.9,,,9,,,,0,0,,,347,,,.9,,,,,
174,순천,2020-02-01 22:00,1,,,,2.5,,250,,86,,5.7,-1,1004.6,,1025.4,,,9,,,,6,1,,9,264,,,.3,,,,,
174,순천,2020-02-01 23:00,.8,,,,2.8,,250,,89,,5.8,-.8,1004.7,,1025.5,,,9,,,,3,3,,8,244,,,-.2,,,,,
174,순천,2020-02-02 00:00,3.1,,,,3.7,,290,,76,,5.8,-.7,1004.7,,1025.3,,,9,,,,8,0,,,302,,,.3,,,,,
174,순천,2020-02-02 01:00,1.1,,,,1.2,,290,,86,,5.7,-.9,1004.7,,1025.5,,,9,,,,10,7,,62,250,,,0,,,,,
174,순천,2020-02-02 02:00,.7,,,,2.3,,250,,91,,5.8,-.6,1005,,1025.8,,,9,,,,9,3,,56,209,,,.1,,,,,
174,순천,2020-02-02 03:00,1.2,,,,1.8,,290,,83,,5.6,-1.3,1004.9,,1025.6,,,9,,,,1,1,,,281,,,.1,,,,,
174,순천,2020-02-02 04:00,1.3,,,,1.9,,320,,79,,5.3,-1.9,1004.9,,1025.6,,,9,,,,4,1,,60,362,,,0,,,,,
174,순천,2020-02-02 05:00,.8,,,,2.7,,320,,79,,5.1,-2.4,1004.7,,1025.5,,,9,,,,10,6,,52,422,,,0,,,,,
174,순천,2020-02-02 06:00,-.8,,,,1.7,,270,,89,,5.2,-2.3,1005,,1025.9,,,9,,,,8,8,,52,336,,,-.1,,,,,
174,순천,2020-02-02 07:00,-2.3,,,,1.3,,110,,95,,4.9,-2.9,1005.3,,1026.3,,,9,,,,0,0,,,192,,,-.2,,,,,
174,순천,2020-02-02 08:00,-2.5,,,,.2,,0,,97,,4.9,-2.9,1005.5,,1026.6,,0,,,,,0,0,,,206,,,-.2,,,,,
174,순천,2020-02-02 09:00,-1,,,,.8,,110,,90,,5.1,-2.4,1005.9,,1026.8,,1,,,,,0,0,,,291,,,-.1,,,,,
174,순천,2020-02-02 10:00,2.8,,,,2.8,,290,,70,,5.2,-2.1,1005.9,,1026.5,,1,,,,,3,0,,,505,,,.1,,,,,
174,순천,2020-02-02 11:00,4.4,,,,3.9,,270,,62,,5.2,-2.2,1006.2,,1026.7,,1,,,,,2,0,,,687,,,.7,,,,,
174,순천,2020-02-02 12:00,5.2,,,,4.8,,250,,54,,4.8,-3.3,1005.2,,1025.6,,1,,,,,4,1,,47,804,,,3.2,,,,,
174,순천,2020-02-02 13:00,6.9,,,,4.5,,250,,47,,4.7,-3.6,1004.2,,1024.5,,1,,,,,7,0,,,854,,,8.8,,,,,
174,순천,2020-02-02 14:00,8,,,,3.9,,270,,40,,4.3,-4.8,1003.2,,1023.3,,1,,,,,4,0,,,1112,,,10.9,,,,,
174,순천,2020-02-02 15:00,8.6,,,,4.2,,270,,42,,4.7,-3.6,1002.7,,1022.8,,1,,,,,4,0,,,1160,,,11.6,,,,,
174,순천,2020-02-02 16:00,8.1,,,,3.8,,320,,38,,4.1,-5.3,1002.4,,1022.5,,1,,,,,3,0,,,1222,,,10.1,,,,,
174,순천,2020-02-02 17:00,7.7,,,,3,,290,,44,,4.6,-3.8,1002.6,,1022.8,,1,,,,,2,0,,,1141,,,6.3,,,,,
174,순천,2020-02-02 18:00,5.8,,,,1.6,,320,,51,,4.7,-3.5,1002.9,,1023.2,,.3,,,,,4,1,,43,979,,,3.7,,,,,
174,순천,2020-02-02 19:00,3.8,,,,.2,,0,,58,,4.6,-3.7,1003.2,,1023.7,,,9,,,,0,0,,,1011,,,1.9,,,,,
174,순천,2020-02-02 20:00,2.5,,,,1.4,,270,,65,,4.8,-3.4,1003.4,,1024,,,9,,,,0,0,,,896,,,.7,,,,,
174,순천,2020-02-02 21:00,1.9,,,,.9,,270,,67,,4.7,-3.5,1003.7,,1024.4,,,9,,,,3,0,,,744,,,.1,,,,,
174,순천,2020-02-02 22:00,.2,,,,1.7,,250,,77,,4.8,-3.3,1003.9,,1024.7,,,9,,,,8,8,,56,657,,,0,,,,,
174,순천,2020-02-02 23:00,2.4,,,,3.4,,290,,63,,4.6,-3.9,1004.3,,1024.9,,,9,,,,10,9,,53,757,,,.1,,,,,
174,순천,2020-02-03 00:00,2.1,,,,3.6,,290,,60,,4.3,-4.8,1004.2,,1024.8,,,9,,,,8,4,,53,837,,,.1,,,,,
174,순천,2020-02-03 01:00,1.4,,,,3.4,,290,,61,,4.1,-5.3,1004.3,,1025,,,9,,,,3,3,,68,919,,,0,,,,,
174,순천,2020-02-03 02:00,.2,,,,2.3,,290,,68,,4.2,-5,1003.8,,1024.6,,,9,,,,0,0,,,798,,,-.2,,,,,
174,순천,2020-02-03 03:00,1.2,,,,3.8,,320,,68,,4.5,-4,1003.8,,1024.5,,,9,,,,0,0,,,1011,,,-.2,,,,,
174,순천,2020-02-03 04:00,.9,,,,3,,290,,72,,4.7,-3.5,1003.5,,1024.2,,,9,,,,0,0,,,997,,,-.3,,,,,
174,순천,2020-02-03 05:00,-.6,,,,.4,,0,,80,,4.7,-3.6,1003.3,,1024.1,,,9,,,,4,0,,,921,,,-.5,,,,,
174,순천,2020-02-03 06:00,-1.6,,,,.3,,0,,86,,4.7,-3.6,1003.6,,1024.5,,,9,,,,0,0,,,801,,,-.3,,,,,
174,순천,2020-02-03 07:00,-.8,,,,.3,,0,,85,,4.9,-3,1004.2,,1025.1,,,9,,,,0,0,,,765,,,0,,,,,
174,순천,2020-02-03 08:00,1.8,,,,3.1,,270,,77,,5.4,-1.8,1004.8,,1025.5,,0,,,,,10,10,,7,993,,,.1,,,,,
174,순천,2020-02-03 09:00,1.8,,,,3.2,,270,,81,,5.6,-1.1,1005.4,,1026.1,,0,,,,,10,10,,6,949,,,.2,,,,,
174,순천,2020-02-03 10:00,2.3,,,,3.4,,290,,76,,5.5,-1.5,1005.5,,1026.2,,0,,,,,9,9,,7,897,,,.6,,,,,
174,순천,2020-02-03 11:00,2.7,,,,3.1,,290,,69,,5.1,-2.4,1005.9,,1026.5,,0,,,,,9,9,,7,1174,,,2.2,,,,,
174,순천,2020-02-03 12:00,4,,,,4.7,,320,,57,,4.6,-3.7,1005.4,,1025.9,,.6,,,,,7,4,,10,1148,,,4.8,,,,,
174,순천,2020-02-03 13:00,4,,,,5.1,,290,,52,,4.2,-4.9,1005,,1025.5,,.7,,,,,8,8,,11,1396,,,6.6,,,,,
174,순천,2020-02-03 14:00,5.2,,,,4.2,,320,,46,,4.1,-5.5,1004.4,,1024.8,,.9,,,,,5,3,,14,1704,,,9.8,,,,,
174,순천,2020-02-03 15:00,4.8,,,,4.7,,320,,45,,3.9,-6.1,1004.9,,1025.4,,.9,,,,,3,0,,,1602,,,9,,,,,
174,순천,2020-02-03 16:00,4.9,,,,4.1,,320,,45,,3.9,-6,1004.8,,1025.3,,1,,,,,0,0,,,1645,,,8.2,,,,,
174,순천,2020-02-03 17:00,4,,,,5.1,,320,,40,,3.2,-8.4,1005.2,,1025.7,,1,,,,,0,0,,,1627,,,3.4,,,,,
174,순천,2020-02-03 18:00,2.8,,,,3.5,,290,,45,,3.4,-7.9,1005.8,,1026.4,,.3,,,,,0,0,,,1038,,,.7,,,,,
174,순천,2020-02-03 19:00,1.8,,,,3.1,,290,,50,,3.5,-7.5,1006.1,,1026.8,,0,,,,,0,0,,,1430,,,-.7,,,,,
174,순천,2020-02-03 20:00,.8,,,,3.8,,290,,57,,3.7,-6.7,1006.2,,1027,,,9,,,,0,0,,,1255,,,-.2,,,,,
174,순천,2020-02-03 21:00,-.1,,,,4,,290,,64,,3.9,-6.1,1006.1,,1027,,,9,,,,0,0,,,1117,,,-.5,,,,,
174,순천,2020-02-03 22:00,-.7,,,,3.8,,290,,67,,3.9,-6,1006.7,,1027.6,,,9,,,,0,0,,,1014,,,-.8,,,,,
174,순천,2020-02-03 23:00,-1.3,,,,2.2,,270,,69,,3.8,-6.2,1006.8,,1027.8,,,9,,,,0,0,,,1063,,,-1,,,,,
174,순천,2020-02-04 00:00,-1.7,,,,2.6,,270,,69,,3.7,-6.6,1006.7,,1027.7,,,9,,,,0,0,,,1149,,,-1.3,,,,,
174,순천,2020-02-04 01:00,-2.5,,,,1.6,,340,,71,,3.6,-7,1006.6,,1027.7,,,9,,,,0,0,,,1187,,,-1.5,,,,,
174,순천,2020-02-04 02:00,-2.5,,,,2.4,,290,,70,,3.6,-7.2,1006.7,,1027.8,,,9,,,,0,0,,,1259,,,-1.7,,,,,
174,순천,2020-02-04 03:00,-2.9,,,,2,,290,,72,,3.6,-7.2,1006.6,,1027.7,,,9,,,,0,0,,,1336,,,-1.9,,,,,
174,순천,2020-02-04 04:00,-3.1,,,,3.2,,290,,74,,3.6,-7,1006.5,,1027.6,,,9,,,,0,0,,,1284,,,-2.1,,,,,
174,순천,2020-02-04 05:00,-3.2,,,,3.5,,290,,73,,3.5,-7.3,1006.5,,1027.6,,,9,,,,0,0,,,1373,,,-2.4,,,,,
174,순천,2020-02-04 06:00,-3.2,,,,4.4,,290,,71,,3.4,-7.7,1006.2,,1027.3,,,9,,,,0,0,,,1486,,,-2.8,,,,,
174,순천,2020-02-04 07:00,-3.4,,,,4.2,,290,,70,,3.3,-8,1006.3,,1027.4,,,9,,,,0,0,,,1528,,,-3.1,,,,,
174,순천,2020-02-04 08:00,-3.2,,,,4.7,,290,,67,,3.2,-8.4,1006.7,,1027.8,,.1,,,,,0,0,,,1450,,,-3.1,,,,,
174,순천,2020-02-04 09:00,-1.7,,,,4.2,,270,,61,,3.3,-8.2,1007,,1028,,1,,,,,0,0,,,1569,,,-2,,,,,
174,순천,2020-02-04 10:00,.2,,,,4.6,,250,,50,,3.1,-9,1006.6,,1027.5,,1,,,,,0,0,,,1680,,,-.9,,,,,
174,순천,2020-02-04 11:00,2.3,,,,4.5,,250,,38,,2.8,-10.5,1006.5,,1027.2,,1,,,,,0,0,,,1766,,,.1,,,,,
174,순천,2020-02-04 12:00,4.1,,,,4.8,,250,,33,,2.7,-10.7,1005.5,,1026,,1,,,,,0,0,,,1664,,,1.7,,,,,
174,순천,2020-02-04 13:00,6.2,,,,4.5,,250,,26,,2.5,-11.9,1004.7,,1025,,1,,,,,0,0,,,1890,,,5.1,,,,,
174,순천,2020-02-04 14:00,7.2,,,,3.7,,250,,24,,2.4,-12,1003.6,,1023.8,,1,,,,,0,0,,,1951,,,9,,,,,
174,순천,2020-02-04 15:00,7,,,,3.6,,290,,20,,2,-14.4,1003.1,,1023.3,,1,,,,,0,0,,,1913,,,9.8,,,,,
174,순천,2020-02-04 16:00,7.6,,,,4.2,,270,,23,,2.4,-12.2,1002.6,,1022.8,,1,,,,,0,0,,,1779,,,9.5,,,,,
174,순천,2020-02-04 17:00,6.3,,,,3.2,,290,,28,,2.7,-10.9,1002.9,,1023.2,,1,,,,,0,0,,,1856,,,4.4,,,,,
174,순천,2020-02-04 18:00,4.7,,,,1.5,,320,,33,,2.8,-10.2,1003.3,,1023.8,,.4,,,,,0,0,,,1359,,,.8,,,,,
174,순천,2020-02-04 19:00,3.1,,,,2.6,,290,,38,,2.9,-9.8,1004,,1024.6,,0,,,,,0,0,,,1023,,,-.8,,,,,
174,순천,2020-02-04 20:00,1.1,,,,1.9,,270,,48,,3.2,-8.7,1004.4,,1025.1,,,9,,,,0,0,,,974,,,-.3,,,,,
174,순천,2020-02-04 21:00,-.3,,,,1.2,,250,,55,,3.3,-8.2,1004.7,,1025.6,,,9,,,,0,0,,,919,,,-.6,,,,,
174,순천,2020-02-04 22:00,-1.6,,,,1,,250,,64,,3.5,-7.5,1004.9,,1025.9,,,9,,,,0,0,,,908,,,-.9,,,,,
174,순천,2020-02-04 23:00,-2.5,,,,.2,,0,,69,,3.5,-7.4,1005,,1026,,,9,,,,4,0,,,834,,,-1,,,,,
174,순천,2020-02-05 00:00,-3,,,,.9,,110,,73,,3.6,-7.1,1004.9,,1026,,,9,,,,0,0,,,657,,,-1.2,,,,,
174,순천,2020-02-05 01:00,-.9,,,,1.1,,200,,64,,3.7,-6.8,1004.7,,1025.6,,,9,,,,4,2,,11,787,,,-.9,,,,,
174,순천,2020-02-05 02:00,1.3,,,,6,,320,,76,,5.1,-2.4,1004.9,,1025.6,,,9,,,,9,9,,6,954,,,0,,,,,
174,순천,2020-02-05 03:00,.7,,,,5.2,,290,,78,,5,-2.7,1004.9,,1025.7,,,9,,,,9,9,,5,780,,,-.1,,,,,
174,순천,2020-02-05 04:00,0,,,,6.5,,320,,75,,4.6,-3.9,1004.9,,1025.8,,,9,,,,4,4,,6,690,,,-.5,,,,,
174,순천,2020-02-05 05:00,-1,,,,5,,290,,72,,4.1,-5.4,1004.8,,1025.7,,,9,,,,1,1,,7,942,,,-1.3,,,,,
174,순천,2020-02-05 06:00,-2.4,,,,3.2,,290,,68,,3.5,-7.5,1005.3,,1026.3,,,9,,,,0,0,,,1262,,,-2.1,,,,,
174,순천,2020-02-05 07:00,-3.5,,,,4,,290,,52,,2.5,-11.9,1006.2,,1027.4,,,9,,,,0,0,,,1958,,,-3,,,,,
174,순천,2020-02-05 08:00,-4.5,,,,4.7,,290,,51,,2.2,-13.1,1007.1,,1028.4,,.1,,,,,0,0,,,1960,,,-3.5,,,,,
174,순천,2020-02-05 09:00,-4.1,,,,4.6,,290,,44,,2,-14.5,1008.1,,1029.3,,1,,,,,0,0,,,1952,,,-3.1,,,,,
174,순천,2020-02-05 10:00,-2.7,,,,3.5,,290,,35,,1.8,-16,1008.5,,1029.6,,1,,,,,0,0,,,1909,,,-2.1,,,,,
174,순천,2020-02-05 11:00,-2,,,,4.6,,290,,31,,1.6,-16.9,1008.4,,1029.5,,1,,,,,0,0,,,1986,,,-1,,,,,
174,순천,2020-02-05 12:00,-1,,,,4.1,,290,,31,,1.8,-16,1008.2,,1029.2,,1,,,,,0,0,,,1829,,,.5,,,,,
174,순천,2020-02-05 13:00,.7,,,,3,,320,,27,,1.7,-16.2,1007.5,,1028.3,,1,,,,,0,0,,,1932,,,4.2,,,,,
174,순천,2020-02-05 14:00,.3,,,,5.5,,290,,24,,1.5,-17.9,1006.9,,1027.8,,1,,,,,0,0,,,1825,,,5.5,,,,,
174,순천,2020-02-05 15:00,.7,,,,5.3,,290,,27,,1.7,-16.2,1006.4,,1027.2,,1,,,,,0,0,,,1939,,,5.8,,,,,
174,순천,2020-02-05 16:00,.8,,,,4.2,,290,,29,,1.9,-15.2,1006.6,,1027.4,,1,,,,,0,0,,,1950,,,5.1,,,,,
174,순천,2020-02-05 17:00,-.2,,,,4,,290,,32,,1.9,-14.9,1007.2,,1028.1,,1,,,,,0,0,,,1637,,,0,,,,,
174,순천,2020-02-05 18:00,-1.9,,,,5.2,,320,,41,,2.2,-13.4,1008.1,,1029.2,,.4,,,,,0,0,,,1917,,,-1.3,,,,,
174,순천,2020-02-05 19:00,-3,,,,4,,290,,48,,2.4,-12.4,1009.1,,1030.3,,0,,,,,0,0,,,1934,,,-2.1,,,,,
174,순천,2020-02-05 20:00,-4,,,,4.5,,290,,54,,2.5,-11.9,1009.9,,1031.2,,,9,,,,0,0,,,1949,,,-2.9,,,,,
174,순천,2020-02-05 21:00,-4.7,,,,5.9,,290,,58,,2.5,-11.7,1010.8,,1032.2,,,9,,,,0,0,,,1894,,,-3.7,,,,,
174,순천,2020-02-05 22:00,-5.4,,,,4.3,,290,,56,,2.3,-12.8,1011.1,,1032.5,,,9,,,,0,0,,,1902,,,-4.2,,,,,
174,순천,2020-02-05 23:00,-5.9,,,,5,,290,,58,,2.3,-12.8,1010.9,,1032.3,,,9,,,,0,0,,,1940,,,-5,,,,,
174,순천,2020-02-06 00:00,-6.4,,,,3.9,,290,,59,,2.2,-13.1,1010.8,,1032.3,,,9,,,,0,0,,,1970,,,-5.4,,,,,
174,순천,2020-02-06 01:00,-6.7,,,,3.4,,290,,54,,2,-14.4,1010.9,,1032.4,,,9,,,,0,0,,,1993,,,-5.7,,,,,
174,순천,2020-02-06 02:00,-7,,,,5.2,,290,,52,,1.9,-15.2,1011.2,,1032.7,,,9,,,,0,0,,,1985,,,-6.2,,,,,
174,순천,2020-02-06 03:00,-7.3,,,,3.7,,290,,52,,1.8,-15.4,1011.5,,1033.1,,,9,,,,0,0,,,1982,,,-6.3,,,,,
174,순천,2020-02-06 04:00,-7.5,,,,3.2,,290,,55,,1.9,-15,1011.7,,1033.3,,,9,,,,0,0,,,1992,,,-6.4,,,,,
174,순천,2020-02-06 05:00,-7.5,,,,3.9,,290,,57,,2,-14.5,1011.4,,1033,,,9,,,,0,0,,,1998,,,-6.6,,,,,
174,순천,2020-02-06 06:00,-7.6,,,,2.6,,290,,54,,1.9,-15.3,1011.3,,1032.9,,,9,,,,0,0,,,1987,,,-6.5,,,,,
174,순천,2020-02-06 07:00,-7.7,,,,2,,320,,51,,1.7,-16.1,1011.3,,1032.9,,,9,,,,0,0,,,1998,,,-6.6,,,,,
174,순천,2020-02-06 08:00,-7.2,,,,3.1,,290,,47,,1.7,-16.6,1011.8,,1033.4,,.1,,,,,0,0,,,1964,,,-6.3,,,,,
174,순천,2020-02-06 09:00,-6.1,,,,5.8,,250,,44,,1.7,-16.4,1012.4,,1033.9,,1,,,,,0,0,,,1879,,,-5,,,,,
174,순천,2020-02-06 10:00,-4.2,,,,5.4,,250,,37,,1.7,-16.7,1012.4,,1033.7,,1,,,,,0,0,,,1886,,,-3.2,,,,,
174,순천,2020-02-06 11:00,-2,,,,6.1,,250,,30,,1.6,-17.3,1012.1,,1033.2,,1,,,,,0,0,,,1853,,,-.8,,,,,
174,순천,2020-02-06 12:00,.3,,,,5.1,,250,,22,,1.4,-18.9,1011.4,,1032.4,,1,,,,,7,0,,,1928,,,1.8,,,,,
174,순천,2020-02-06 13:00,2,,,,4.1,,250,,21,,1.5,-18,1010,,1030.8,,1,,,,,3,0,,,1965,,,5.5,,,,,
174,순천,2020-02-06 14:00,2.3,,,,4.5,,250,,20,,1.4,-18.4,1009.6,,1030.3,,1,,,,,7,1,,45,1839,,,6.4,,,,,
174,순천,2020-02-06 15:00,2.9,,,,3.1,,250,,20,,1.5,-17.9,1009.2,,1029.9,,1,,,,,8,0,,,1989,,,6.2,,,,,
174,순천,2020-02-06 16:00,2.6,,,,2.9,,270,,19,,1.4,-18.7,1009.4,,1030.1,,.3,,,,,7,0,,,1948,,,3.3,,,,,
174,순천,2020-02-06 17:00,2.3,,,,2.6,,270,,20,,1.4,-18.4,1009.5,,1030.2,,0,,,,,10,0,,,1978,,,.9,,,,,
174,순천,2020-02-06 18:00,1.4,,,,1.2,,290,,24,,1.6,-17,1009.5,,1030.3,,0,,,,,10,2,,40,1388,,,-.2,,,,,
174,순천,2020-02-06 19:00,-.3,,,,1.5,,250,,33,,2,-14.6,1009.8,,1030.8,,0,,,,,9,2,,44,1216,,,-.5,,,,,
174,순천,2020-02-06 20:00,-1.1,,,,.6,,290,,38,,2.1,-13.6,1009.9,,1030.9,,,9,,,,10,2,,45,1103,,,-.6,,,,,
174,순천,2020-02-06 21:00,-1.6,,,,.1,,0,,42,,2.3,-12.8,1010.5,,1031.6,,,9,,,,10,6,,39,1523,,,-.8,,,,,
174,순천,2020-02-06 22:00,-1.7,,,,.5,,270,,49,,2.6,-11,1010,,1031.1,,,9,,,,10,9,,41,1364,,,-.8,,,,,
174,순천,2020-02-06 23:00,-2,,,,1.1,,250,,52,,2.8,-10.5,1009.9,,1031,,,9,,,,10,10,,37,1506,,,-1,,,,,
174,순천,2020-02-07 00:00,-2.1,,,,.3,,0,,53,,2.8,-10.4,1009.9,,1031,,,9,,,,10,6,,,1530,,,-1.2,,,,,
174,순천,2020-02-07 01:00,-2.6,,,,1.4,,270,,51,,2.6,-11.3,1009.9,,1031.1,,,9,,,,9,3,,60,1397,,,-1.8,,,,,
174,순천,2020-02-07 02:00,-3,,,,0,,0,,55,,2.7,-10.7,1009.6,,1030.8,,,9,,,,9,9,,57,1623,,,-2.2,,,,,
174,순천,2020-02-07 03:00,-3.5,,,,0,,0,,54,,2.6,-11.4,1009.4,,1030.6,,,9,,,,9,8,,64,1626,,,-2.2,,,,,
174,순천,2020-02-07 04:00,-3.6,,,,.5,,250,,55,,2.6,-11.3,1009,,1030.2,,,9,,,,10,9,,63,1694,,,-2.5,,,,,
174,순천,2020-02-07 05:00,-3.8,,,,.6,,270,,61,,2.8,-10.2,1009,,1030.2,,,9,,,,9,9,,64,1448,,,-2.6,,,,,
174,순천,2020-02-07 06:00,-4.2,,,,.7,,270,,65,,2.9,-9.8,1008.9,,1030.2,,,9,,,,10,9,,66,1296,,,-2.9,,,,,
174,순천,2020-02-07 07:00,-4.7,,,,.7,,230,,64,,2.8,-10.4,1008.8,,1030.1,,,9,,,,8,5,,68,1407,,,-3.7,,,,,
174,순천,2020-02-07 08:00,-5.2,,,,.5,,90,,72,,3,-9.4,1008.8,,1030.2,,0,,,,,6,0,,,979,,,-3.8,,,,,
174,순천,2020-02-07 09:00,-2.2,,,,.8,,90,,57,,3,-9.5,1008.6,,1029.7,,.8,,,,,0,0,,,1426,,,-1.9,,,,,
174,순천,2020-02-07 10:00,2.4,,,,2.8,,270,,30,,2.2,-13.4,1008.3,,1029,,1,,,,,0,0,,,1750,,,-.1,,,,,
174,순천,2020-02-07 11:00,3.4,,,,5,,270,,25,,1.9,-14.8,1008.2,,1028.8,,1,,,,,5,2,,,1916,,,.7,,,,,
174,순천,2020-02-07 12:00,3.8,,,,5.7,,270,,24,,1.9,-14.9,1007.4,,1028,,1,,,,,6,0,,,1584,,,2.7,,,,,
174,순천,2020-02-07 13:00,4.7,,,,5.3,,290,,25,,2.1,-13.7,1006.3,,1026.8,,1,,,,,8,1,,71,1244,,,4.8,,,,,
174,순천,2020-02-07 14:00,5.2,,,,4.8,,320,,31,,2.8,-10.5,1005.6,,1026.1,,1,,,,,7,2,,66,936,,,6.7,,,,,
174,순천,2020-02-07 15:00,5.8,,,,4.6,,320,,29,,2.7,-10.9,1005,,1025.4,,1,,,,,6,1,,74,1151,,,8.2,,,,,
174,순천,2020-02-07 16:00,5.1,,,,4.5,,320,,29,,2.5,-11.5,1005,,1025.5,,.9,,,,,6,0,,,1330,,,4.8,,,,,
174,순천,2020-02-07 17:00,3.8,,,,5.1,,320,,38,,3,-9.2,1005.1,,1025.6,,.4,,,,,7,2,,71,824,,,1.9,,,,,
174,순천,2020-02-07 18:00,2.5,,,,3.8,,320,,45,,3.3,-8.2,1005.6,,1026.2,,0,,,,,10,0,,,1073,,,0,,,,,
174,순천,2020-02-07 19:00,1.6,,,,4.2,,290,,57,,3.9,-6,1006.3,,1027,,0,,,,,10,7,,61,1046,,,-.3,,,,,
174,순천,2020-02-07 20:00,1,,,,4.3,,290,,61,,4,-5.6,1006.4,,1027.2,,,9,,,,8,8,,60,1054,,,-.5,,,,,
174,순천,2020-02-07 21:00,1,,,,4.7,,290,,61,,4,-5.6,1006.4,,1027.2,,,9,,,,9,1,,11,1022,,,-.8,,,,,
174,순천,2020-02-07 22:00,1,,,,4.6,,290,,61,,4,-5.6,1006.3,,1027.1,,,9,,,,0,0,,,987,,,-.8,,,,,
174,순천,2020-02-07 23:00,.7,,,,3.5,,290,,63,,4.1,-5.5,1006.3,,1027.1,,,9,,,,0,0,,,925,,,-1.2,,,,,
174,순천,2020-02-08 00:00,.3,,,,3.8,,290,,66,,4.1,-5.3,1006.2,,1027.1,,,9,,,,0,0,,,891,,,-1.5,,,,,
174,순천,2020-02-08 01:00,-.2,,,,2.7,,270,,69,,4.2,-5.2,1006.1,,1027,,,9,,,,0,0,,,829,,,-1.3,,,,,
174,순천,2020-02-08 02:00,.1,,,,2.4,,270,,67,,4.1,-5.3,1005.9,,1026.8,,,9,,,,6,6,,12,853,,,-.9,,,,,
174,순천,2020-02-08 03:00,.3,,,,3.6,,290,,67,,4.2,-5.1,1005.3,,1026.1,,,9,,,,0,0,,,868,,,-1.4,,,,,
174,순천,2020-02-08 04:00,.7,,,,4,,290,,66,,4.2,-4.9,1004.8,,1025.6,,,9,,,,0,0,,,883,,,-1,,,,,
174,순천,2020-02-08 05:00,.6,,,,3,,290,,68,,4.3,-4.6,1004.8,,1025.6,,,9,,,,1,1,,12,854,,,-1.3,,,,,
174,순천,2020-02-08 06:00,1.1,,,,4.4,,320,,67,,4.4,-4.3,1004.9,,1025.7,,,9,,,,7,7,,10,811,,,-.4,,,,,
174,순천,2020-02-08 07:00,1.6,,,,3.9,,320,,69,,4.8,-3.4,1005.3,,1026,,,9,,,,9,9,,10,756,,,-.1,,,,,
174,순천,2020-02-08 08:00,1.3,,,,4.1,,290,,74,,5,-2.8,1005.6,,1026.4,,0,,,,,9,9,,8,625,,,0,,,,,
174,순천,2020-02-08 09:00,1.4,,,,2.7,,290,,78,,5.3,-2,1006.1,,1026.9,,0,,,,,9,9,,6,547,,,.5,,,,,
174,순천,2020-02-08 10:00,2.5,,,,4.4,,290,,68,,5,-2.8,1006.1,,1026.8,,0,,,,,9,4,,8,592,,,1.6,,,,,
