범죄대분류,범죄중분류,발생건수,지역
폭력범죄,폭력행위등,72,강원 삼척
폭력범죄,공갈,2,강원 삼척
폭력범죄,손괴,103,강원 삼척
지능범죄,직무유기,1,강원 삼척
지능범죄,직권남용,1,강원 삼척
지능범죄,증수뢰,0,강원 삼척
지능범죄,통화,0,강원 삼척
지능범죄,문서인장,10,강원 삼척
지능범죄,유가증권인지,0,강원 삼척
지능범죄,사기,284,강원 삼척
지능범죄,횡령,37,강원 삼척
지능범죄,배임,8,강원 삼척
풍속범죄,성풍속범죄,5,강원 삼척
풍속범죄,도박범죄,12,강원 삼척
특별경제범죄,특별경제범죄,87,강원 삼척
마약범죄,마약범죄,1,강원 삼척
보건범죄,보건범죄,7,강원 삼척
환경범죄,환경범죄,7,강원 삼척
교통범죄,교통범죄,1110,강원 삼척
노동범죄,노동범죄,0,강원 삼척
안보범죄,안보범죄,0,강원 삼척
선거범죄,선거범죄,4,강원 삼척
병역범죄,병역범죄,9,강원 삼척
기타범죄,기타범죄,739,강원 삼척
강력범죄,살인기수,0,강원 속초
강력범죄,살인미수등,1,강원 속초
강력범죄,강도,0,강원 속초
강력범죄,강간,6,강원 속초
강력범죄,유사강간,2,강원 속초
강력범죄,강제추행,20,강원 속초
강력범죄,기타강간강제추행등,2,강원 속초
강력범죄,방화,3,강원 속초
절도범죄,절도,344,강원 속초
폭력범죄,상해,174,강원 속초
폭력범죄,폭행,268,강원 속초
폭력범죄,체포감금,2,강원 속초
폭력범죄,협박,18,강원 속초
폭력범죄,약취유인,0,강원 속초
폭력범죄,폭력행위등,105,강원 속초
폭력범죄,공갈,4,강원 속초
폭력범죄,손괴,155,강원 속초
지능범죄,직무유기,1,강원 속초
지능범죄,직권남용,2,강원 속초
지능범죄,증수뢰,1,강원 속초
지능범죄,통화,1,강원 속초
지능범죄,문서인장,26,강원 속초
지능범죄,유가증권인지,0,강원 속초
지능범죄,사기,411,강원 속초
지능범죄,횡령,109,강원 속초
지능범죄,배임,20,강원 속초
풍속범죄,성풍속범죄,15,강원 속초
풍속범죄,도박범죄,18,강원 속초
특별경제범죄,특별경제범죄,190,강원 속초
마약범죄,마약범죄,0,강원 속초
보건범죄,보건범죄,34,강원 속초
환경범죄,환경범죄,5,강원 속초
교통범죄,교통범죄,1436,강원 속초
노동범죄,노동범죄,5,강원 속초
안보범죄,안보범죄,1,강원 속초
선거범죄,선거범죄,1,강원 속초
병역범죄,병역범죄,8,강원 속초
기타범죄,기타범죄,333,강원 속초
강력범죄,살인기수,5,강원 원주
강력범죄,살인미수등,5,강원 원주
강력범죄,강도,9,강원 원주
강력범죄,강간,48,강원 원주
강력범죄,유사강간,2,강원 원주
강력범죄,강제추행,75,강원 원주
강력범죄,기타강간강제추행등,7,강원 원주
강력범죄,방화,6,강원 원주
절도범죄,절도,1785,강원 원주
폭력범죄,상해,514,강원 원주
폭력범죄,폭행,1048,강원 원주
폭력범죄,체포감금,12,강원 원주
폭력범죄,협박,45,강원 원주
폭력범죄,약취유인,0,강원 원주
폭력범죄,폭력행위등,242,강원 원주
폭력범죄,공갈,27,강원 원주
폭력범죄,손괴,590,강원 원주
지능범죄,직무유기,5,강원 원주
지능범죄,직권남용,3,강원 원주
지능범죄,증수뢰,2,강원 원주
지능범죄,통화,6,강원 원주
지능범죄,문서인장,63,강원 원주
지능범죄,유가증권인지,1,강원 원주
지능범죄,사기,1450,강원 원주
지능범죄,횡령,241,강원 원주
지능범죄,배임,27,강원 원주
풍속범죄,성풍속범죄,53,강원 원주
풍속범죄,도박범죄,48,강원 원주
특별경제범죄,특별경제범죄,342,강원 원주
마약범죄,마약범죄,61,강원 원주
보건범죄,보건범죄,93,강원 원주
환경범죄,환경범죄,14,강원 원주
교통범죄,교통범죄,6012,강원 원주
노동범죄,노동범죄,2,강원 원주
안보범죄,안보범죄,0,강원 원주
선거범죄,선거범죄,1,강원 원주
병역범죄,병역범죄,110,강원 원주
기타범죄,기타범죄,1130,강원 원주
강력범죄,살인기수,3,강원 춘천
강력범죄,살인미수등,3,강원 춘천
강력범죄,강도,9,강원 춘천
강력범죄,강간,10,강원 춘천
강력범죄,유사강간,9,강원 춘천
강력범죄,강제추행,71,강원 춘천
강력범죄,기타강간강제추행등,7,강원 춘천
강력범죄,방화,3,강원 춘천
절도범죄,절도,1132,강원 춘천
폭력범죄,상해,379,강원 춘천
폭력범죄,폭행,706,강원 춘천
폭력범죄,체포감금,7,강원 춘천
폭력범죄,협박,49,강원 춘천
폭력범죄,약취유인,2,강원 춘천
폭력범죄,폭력행위등,169,강원 춘천
폭력범죄,공갈,7,강원 춘천
폭력범죄,손괴,316,강원 춘천
지능범죄,직무유기,5,강원 춘천
지능범죄,직권남용,1,강원 춘천
지능범죄,증수뢰,8,강원 춘천
지능범죄,통화,6,강원 춘천
지능범죄,문서인장,112,강원 춘천
지능범죄,유가증권인지,0,강원 춘천
지능범죄,사기,780,강원 춘천
지능범죄,횡령,256,강원 춘천
지능범죄,배임,11,강원 춘천
풍속범죄,성풍속범죄,52,강원 춘천
풍속범죄,도박범죄,24,강원 춘천
특별경제범죄,특별경제범죄,283,강원 춘천
마약범죄,마약범죄,39,강원 춘천
보건범죄,보건범죄,31,강원 춘천
환경범죄,환경범죄,8,강원 춘천
교통범죄,교통범죄,5008,강원 춘천
노동범죄,노동범죄,2,강원 춘천
안보범죄,안보범죄,0,강원 춘천
선거범죄,선거범죄,1,강원 춘천
병역범죄,병역범죄,79,강원 춘천
기타범죄,기타범죄,910,강원 춘천
강력범죄,살인기수,0,강원 태백
강력범죄,살인미수등,0,강원 태백
강력범죄,강도,0,강원 태백
강력범죄,강간,1,강원 태백
강력범죄,유사강간,3,강원 태백
강력범죄,강제추행,8,강원 태백
강력범죄,기타강간강제추행등,2,강원 태백
강력범죄,방화,0,강원 태백
절도범죄,절도,130,강원 태백
폭력범죄,상해,82,강원 태백
폭력범죄,폭행,99,강원 태백
폭력범죄,체포감금,1,강원 태백
폭력범죄,협박,5,강원 태백
폭력범죄,약취유인,0,강원 태백
폭력범죄,폭력행위등,58,강원 태백
폭력범죄,공갈,1,강원 태백
폭력범죄,손괴,52,강원 태백
지능범죄,직무유기,2,강원 태백
지능범죄,직권남용,1,강원 태백
지능범죄,증수뢰,0,강원 태백
지능범죄,통화,0,강원 태백
지능범죄,문서인장,14,강원 태백
지능범죄,유가증권인지,0,강원 태백
지능범죄,사기,169,강원 태백
지능범죄,횡령,26,강원 태백
지능범죄,배임,9,강원 태백
풍속범죄,성풍속범죄,3,강원 태백
풍속범죄,도박범죄,4,강원 태백
특별경제범죄,특별경제범죄,32,강원 태백
마약범죄,마약범죄,2,강원 태백
보건범죄,보건범죄,7,강원 태백
환경범죄,환경범죄,1,강원 태백
교통범죄,교통범죄,594,강원 태백
노동범죄,노동범죄,0,강원 태백
안보범죄,안보범죄,0,강원 태백
선거범죄,선거범죄,0,강원 태백
병역범죄,병역범죄,3,강원 태백
기타범죄,기타범죄,140,강원 태백
강력범죄,살인기수,2,충북 제천
강력범죄,살인미수등,5,충북 제천
강력범죄,강도,2,충북 제천
강력범죄,강간,15,충북 제천
강력범죄,유사강간,2,충북 제천
강력범죄,강제추행,26,충북 제천
강력범죄,기타강간강제추행등,3,충북 제천
강력범죄,방화,3,충북 제천
절도범죄,절도,524,충북 제천
폭력범죄,상해,172,충북 제천
폭력범죄,폭행,247,충북 제천
폭력범죄,체포감금,5,충북 제천
폭력범죄,협박,19,충북 제천
폭력범죄,약취유인,1,충북 제천
폭력범죄,폭력행위등,127,충북 제천
폭력범죄,공갈,6,충북 제천
폭력범죄,손괴,155,충북 제천
지능범죄,직무유기,2,충북 제천
지능범죄,직권남용,1,충북 제천
지능범죄,증수뢰,2,충북 제천
지능범죄,통화,2,충북 제천
지능범죄,문서인장,29,충북 제천
지능범죄,유가증권인지,0,충북 제천
지능범죄,사기,538,충북 제천
지능범죄,횡령,78,충북 제천
지능범죄,배임,7,충북 제천
풍속범죄,성풍속범죄,13,충북 제천
풍속범죄,도박범죄,22,충북 제천
특별경제범죄,특별경제범죄,137,충북 제천
마약범죄,마약범죄,63,충북 제천
보건범죄,보건범죄,44,충북 제천
환경범죄,환경범죄,13,충북 제천
교통범죄,교통범죄,1839,충북 제천
노동범죄,노동범죄,1,충북 제천
안보범죄,안보범죄,0,충북 제천
선거범죄,선거범죄,12,충북 제천
병역범죄,병역범죄,22,충북 제천
기타범죄,기타범죄,443,충북 제천
강력범죄,살인기수,4,충북 청주
강력범죄,살인미수등,15,충북 청주
강력범죄,강도,30,충북 청주
강력범죄,강간,79,충북 청주
강력범죄,유사강간,4,충북 청주
강력범죄,강제추행,229,충북 청주
강력범죄,기타강간강제추행등,12,충북 청주
강력범죄,방화,23,충북 청주
절도범죄,절도,4691,충북 청주
폭력범죄,상해,798,충북 청주
폭력범죄,폭행,2589,충북 청주
폭력범죄,체포감금,13,충북 청주
폭력범죄,협박,124,충북 청주
폭력범죄,약취유인,1,충북 청주
폭력범죄,폭력행위등,623,충북 청주
폭력범죄,공갈,36,충북 청주
폭력범죄,손괴,1120,충북 청주
지능범죄,직무유기,8,충북 청주
지능범죄,직권남용,7,충북 청주
지능범죄,증수뢰,2,충북 청주
지능범죄,통화,20,충북 청주
지능범죄,문서인장,217,충북 청주
지능범죄,유가증권인지,2,충북 청주
지능범죄,사기,3412,충북 청주
지능범죄,횡령,437,충북 청주
지능범죄,배임,56,충북 청주
풍속범죄,성풍속범죄,192,충북 청주
풍속범죄,도박범죄,154,충북 청주
특별경제범죄,특별경제범죄,704,충북 청주
마약범죄,마약범죄,73,충북 청주
보건범죄,보건범죄,96,충북 청주
환경범죄,환경범죄,28,충북 청주
교통범죄,교통범죄,8972,충북 청주
노동범죄,노동범죄,7,충북 청주
안보범죄,안보범죄,0,충북 청주
선거범죄,선거범죄,5,충북 청주
병역범죄,병역범죄,316,충북 청주
기타범죄,기타범죄,2838,충북 청주
강력범죄,살인기수,1,충북 충주
강력범죄,살인미수등,1,충북 충주
강력범죄,강도,6,충북 충주
강력범죄,강간,15,충북 충주
강력범죄,유사강간,5,충북 충주
강력범죄,강제추행,55,충북 충주
강력범죄,기타강간강제추행등,0,충북 충주
강력범죄,방화,4,충북 충주
절도범죄,절도,925,충북 충주
폭력범죄,상해,265,충북 충주
폭력범죄,폭행,361,충북 충주
폭력범죄,체포감금,9,충북 충주
폭력범죄,협박,38,충북 충주
폭력범죄,약취유인,1,충북 충주
폭력범죄,폭력행위등,137,충북 충주
폭력범죄,공갈,10,충북 충주
폭력범죄,손괴,303,충북 충주
지능범죄,직무유기,1,충북 충주
지능범죄,직권남용,3,충북 충주
지능범죄,증수뢰,1,충북 충주
지능범죄,통화,7,충북 충주
지능범죄,문서인장,58,충북 충주
지능범죄,유가증권인지,0,충북 충주
지능범죄,사기,848,충북 충주
지능범죄,횡령,140,충북 충주
지능범죄,배임,8,충북 충주
풍속범죄,성풍속범죄,35,충북 충주
풍속범죄,도박범죄,33,충북 충주
특별경제범죄,특별경제범죄,204,충북 충주
마약범죄,마약범죄,18,충북 충주
보건범죄,보건범죄,56,충북 충주
환경범죄,환경범죄,9,충북 충주
교통범죄,교통범죄,3902,충북 충주
노동범죄,노동범죄,1,충북 충주
안보범죄,안보범죄,0,충북 충주
선거범죄,선거범죄,1,충북 충주
병역범죄,병역범죄,53,충북 충주
기타범죄,기타범죄,697,충북 충주
강력범죄,살인기수,0,충남 계룡
강력범죄,살인미수등,0,충남 계룡
강력범죄,강도,0,충남 계룡
강력범죄,강간,1,충남 계룡
강력범죄,유사강간,0,충남 계룡
강력범죄,강제추행,6,충남 계룡
강력범죄,기타강간강제추행등,0,충남 계룡
강력범죄,방화,0,충남 계룡
절도범죄,절도,53,충남 계룡
폭력범죄,상해,24,충남 계룡
폭력범죄,폭행,6,충남 계룡
폭력범죄,체포감금,1,충남 계룡
폭력범죄,협박,3,충남 계룡
폭력범죄,약취유인,0,충남 계룡
폭력범죄,폭력행위등,3,충남 계룡
폭력범죄,공갈,0,충남 계룡
폭력범죄,손괴,15,충남 계룡
지능범죄,직무유기,0,충남 계룡
지능범죄,직권남용,0,충남 계룡
지능범죄,증수뢰,0,충남 계룡
지능범죄,통화,0,충남 계룡
지능범죄,문서인장,4,충남 계룡
지능범죄,유가증권인지,0,충남 계룡
지능범죄,사기,67,충남 계룡
지능범죄,횡령,11,충남 계룡
지능범죄,배임,6,충남 계룡
풍속범죄,성풍속범죄,3,충남 계룡
풍속범죄,도박범죄,6,충남 계룡
특별경제범죄,특별경제범죄,23,충남 계룡
마약범죄,마약범죄,0,충남 계룡
보건범죄,보건범죄,1,충남 계룡
환경범죄,환경범죄,1,충남 계룡
교통범죄,교통범죄,138,충남 계룡
노동범죄,노동범죄,0,충남 계룡
안보범죄,안보범죄,1,충남 계룡
선거범죄,선거범죄,0,충남 계룡
병역범죄,병역범죄,6,충남 계룡
기타범죄,기타범죄,61,충남 계룡
강력범죄,살인기수,0,충남 공주
강력범죄,살인미수등,2,충남 공주
강력범죄,강도,0,충남 공주
강력범죄,강간,14,충남 공주
강력범죄,유사강간,1,충남 공주
강력범죄,강제추행,27,충남 공주
강력범죄,기타강간강제추행등,1,충남 공주
강력범죄,방화,3,충남 공주
절도범죄,절도,423,충남 공주
폭력범죄,상해,137,충남 공주
폭력범죄,폭행,84,충남 공주
폭력범죄,체포감금,3,충남 공주
폭력범죄,협박,20,충남 공주
폭력범죄,약취유인,0,충남 공주
폭력범죄,폭력행위등,73,충남 공주
폭력범죄,공갈,9,충남 공주
폭력범죄,손괴,79,충남 공주
지능범죄,직무유기,4,충남 공주
지능범죄,직권남용,3,충남 공주
지능범죄,증수뢰,5,충남 공주
지능범죄,통화,1,충남 공주
지능범죄,문서인장,33,충남 공주
지능범죄,유가증권인지,0,충남 공주
지능범죄,사기,412,충남 공주
지능범죄,횡령,55,충남 공주
지능범죄,배임,9,충남 공주
풍속범죄,성풍속범죄,17,충남 공주
풍속범죄,도박범죄,13,충남 공주
특별경제범죄,특별경제범죄,94,충남 공주
마약범죄,마약범죄,7,충남 공주
보건범죄,보건범죄,4,충남 공주
환경범죄,환경범죄,4,충남 공주
교통범죄,교통범죄,1230,충남 공주
노동범죄,노동범죄,0,충남 공주
안보범죄,안보범죄,1,충남 공주
선거범죄,선거범죄,3,충남 공주
병역범죄,병역범죄,25,충남 공주
기타범죄,기타범죄,393,충남 공주
강력범죄,살인기수,3,충남 논산
강력범죄,살인미수등,3,충남 논산
강력범죄,강도,4,충남 논산
강력범죄,강간,13,충남 논산
강력범죄,유사강간,1,충남 논산
강력범죄,강제추행,39,충남 논산
강력범죄,기타강간강제추행등,0,충남 논산
강력범죄,방화,8,충남 논산
절도범죄,절도,634,충남 논산
폭력범죄,상해,155,충남 논산
폭력범죄,폭행,102,충남 논산
폭력범죄,체포감금,2,충남 논산
폭력범죄,협박,14,충남 논산
폭력범죄,약취유인,0,충남 논산
폭력범죄,폭력행위등,73,충남 논산
폭력범죄,공갈,10,충남 논산
폭력범죄,손괴,105,충남 논산
지능범죄,직무유기,6,충남 논산
지능범죄,직권남용,1,충남 논산
지능범죄,증수뢰,0,충남 논산
지능범죄,통화,2,충남 논산
지능범죄,문서인장,47,충남 논산
지능범죄,유가증권인지,3,충남 논산
지능범죄,사기,632,충남 논산
지능범죄,횡령,68,충남 논산
지능범죄,배임,11,충남 논산
풍속범죄,성풍속범죄,7,충남 논산
풍속범죄,도박범죄,29,충남 논산
특별경제범죄,특별경제범죄,113,충남 논산
마약범죄,마약범죄,3,충남 논산
보건범죄,보건범죄,21,충남 논산
환경범죄,환경범죄,12,충남 논산
교통범죄,교통범죄,1182,충남 논산
노동범죄,노동범죄,3,충남 논산
안보범죄,안보범죄,0,충남 논산
선거범죄,선거범죄,5,충남 논산
병역범죄,병역범죄,72,충남 논산
기타범죄,기타범죄,505,충남 논산
강력범죄,살인기수,0,충남 당진
강력범죄,살인미수등,1,충남 당진
강력범죄,강도,3,충남 당진
강력범죄,강간,11,충남 당진
강력범죄,유사강간,0,충남 당진
강력범죄,강제추행,32,충남 당진
강력범죄,기타강간강제추행등,1,충남 당진
강력범죄,방화,4,충남 당진
절도범죄,절도,1325,충남 당진
폭력범죄,상해,215,충남 당진
폭력범죄,폭행,201,충남 당진
폭력범죄,체포감금,5,충남 당진
폭력범죄,협박,28,충남 당진
폭력범죄,약취유인,0,충남 당진
폭력범죄,폭력행위등,149,충남 당진
폭력범죄,공갈,5,충남 당진
폭력범죄,손괴,152,충남 당진
지능범죄,직무유기,0,충남 당진
지능범죄,직권남용,0,충남 당진
지능범죄,증수뢰,1,충남 당진
지능범죄,통화,3,충남 당진
지능범죄,문서인장,27,충남 당진
지능범죄,유가증권인지,0,충남 당진
지능범죄,사기,738,충남 당진
지능범죄,횡령,112,충남 당진
지능범죄,배임,20,충남 당진
풍속범죄,성풍속범죄,44,충남 당진
풍속범죄,도박범죄,45,충남 당진
특별경제범죄,특별경제범죄,118,충남 당진
마약범죄,마약범죄,19,충남 당진
보건범죄,보건범죄,26,충남 당진
환경범죄,환경범죄,5,충남 당진
교통범죄,교통범죄,1943,충남 당진
노동범죄,노동범죄,2,충남 당진
안보범죄,안보범죄,0,충남 당진
선거범죄,선거범죄,7,충남 당진
병역범죄,병역범죄,49,충남 당진
기타범죄,기타범죄,1384,충남 당진
강력범죄,살인기수,3,충남 보령
강력범죄,살인미수등,5,충남 보령
강력범죄,강도,3,충남 보령
강력범죄,강간,10,충남 보령
강력범죄,유사강간,4,충남 보령
강력범죄,강제추행,26,충남 보령
강력범죄,기타강간강제추행등,1,충남 보령
강력범죄,방화,4,충남 보령
절도범죄,절도,681,충남 보령
폭력범죄,상해,137,충남 보령
폭력범죄,폭행,126,충남 보령
폭력범죄,체포감금,2,충남 보령
폭력범죄,협박,7,충남 보령
폭력범죄,약취유인,1,충남 보령
폭력범죄,폭력행위등,106,충남 보령
폭력범죄,공갈,7,충남 보령
폭력범죄,손괴,74,충남 보령
지능범죄,직무유기,0,충남 보령
지능범죄,직권남용,0,충남 보령
지능범죄,증수뢰,0,충남 보령
지능범죄,통화,1,충남 보령
지능범죄,문서인장,29,충남 보령
지능범죄,유가증권인지,0,충남 보령
지능범죄,사기,910,충남 보령
지능범죄,횡령,77,충남 보령
지능범죄,배임,15,충남 보령
풍속범죄,성풍속범죄,15,충남 보령
풍속범죄,도박범죄,17,충남 보령
특별경제범죄,특별경제범죄,101,충남 보령
마약범죄,마약범죄,10,충남 보령
보건범죄,보건범죄,33,충남 보령
환경범죄,환경범죄,9,충남 보령
교통범죄,교통범죄,1703,충남 보령
노동범죄,노동범죄,1,충남 보령
안보범죄,안보범죄,0,충남 보령
선거범죄,선거범죄,10,충남 보령
병역범죄,병역범죄,20,충남 보령
기타범죄,기타범죄,959,충남 보령
강력범죄,살인기수,0,충남 서산
강력범죄,살인미수등,1,충남 서산
강력범죄,강도,6,충남 서산
강력범죄,강간,11,충남 서산
강력범죄,유사강간,7,충남 서산
강력범죄,강제추행,48,충남 서산
강력범죄,기타강간강제추행등,2,충남 서산
강력범죄,방화,5,충남 서산
절도범죄,절도,769,충남 서산
폭력범죄,상해,179,충남 서산
폭력범죄,폭행,270,충남 서산
폭력범죄,체포감금,3,충남 서산
폭력범죄,협박,9,충남 서산
폭력범죄,약취유인,0,충남 서산
폭력범죄,폭력행위등,109,충남 서산
폭력범죄,공갈,13,충남 서산
폭력범죄,손괴,196,충남 서산
지능범죄,직무유기,4,충남 서산
지능범죄,직권남용,1,충남 서산
지능범죄,증수뢰,2,충남 서산
지능범죄,통화,2,충남 서산
지능범죄,문서인장,53,충남 서산
지능범죄,유가증권인지,2,충남 서산
지능범죄,사기,819,충남 서산
지능범죄,횡령,125,충남 서산
지능범죄,배임,13,충남 서산
풍속범죄,성풍속범죄,14,충남 서산
풍속범죄,도박범죄,38,충남 서산
특별경제범죄,특별경제범죄,113,충남 서산
마약범죄,마약범죄,18,충남 서산
보건범죄,보건범죄,20,충남 서산
환경범죄,환경범죄,24,충남 서산
교통범죄,교통범죄,1767,충남 서산
노동범죄,노동범죄,2,충남 서산
안보범죄,안보범죄,0,충남 서산
선거범죄,선거범죄,3,충남 서산
병역범죄,병역범죄,36,충남 서산
기타범죄,기타범죄,669,충남 서산
강력범죄,살인기수,5,충남 아산
강력범죄,살인미수등,4,충남 아산
강력범죄,강도,2,충남 아산
강력범죄,강간,27,충남 아산
강력범죄,유사강간,2,충남 아산
강력범죄,강제추행,64,충남 아산
강력범죄,기타강간강제추행등,2,충남 아산
강력범죄,방화,4,충남 아산
절도범죄,절도,1487,충남 아산
폭력범죄,상해,341,충남 아산
폭력범죄,폭행,770,충남 아산
폭력범죄,체포감금,6,충남 아산
폭력범죄,협박,46,충남 아산
폭력범죄,약취유인,0,충남 아산
폭력범죄,폭력행위등,241,충남 아산
폭력범죄,공갈,18,충남 아산
폭력범죄,손괴,322,충남 아산
지능범죄,직무유기,1,충남 아산
지능범죄,직권남용,1,충남 아산
지능범죄,증수뢰,2,충남 아산
지능범죄,통화,3,충남 아산
지능범죄,문서인장,66,충남 아산
지능범죄,유가증권인지,2,충남 아산
지능범죄,사기,1167,충남 아산
지능범죄,횡령,314,충남 아산
지능범죄,배임,18,충남 아산
풍속범죄,성풍속범죄,64,충남 아산
풍속범죄,도박범죄,46,충남 아산
특별경제범죄,특별경제범죄,304,충남 아산
마약범죄,마약범죄,36,충남 아산
보건범죄,보건범죄,57,충남 아산
환경범죄,환경범죄,7,충남 아산
교통범죄,교통범죄,2296,충남 아산
노동범죄,노동범죄,0,충남 아산
안보범죄,안보범죄,0,충남 아산
선거범죄,선거범죄,4,충남 아산
병역범죄,병역범죄,99,충남 아산
기타범죄,기타범죄,888,충남 아산
강력범죄,살인기수,4,충남 천안
강력범죄,살인미수등,8,충남 천안
강력범죄,강도,22,충남 천안
강력범죄,강간,82,충남 천안
강력범죄,유사강간,6,충남 천안
강력범죄,강제추행,177,충남 천안
강력범죄,기타강간강제추행등,10,충남 천안
강력범죄,방화,22,충남 천안
절도범죄,절도,3945,충남 천안
폭력범죄,상해,522,충남 천안
폭력범죄,폭행,1394,충남 천안
폭력범죄,체포감금,10,충남 천안
폭력범죄,협박,94,충남 천안
폭력범죄,약취유인,2,충남 천안
폭력범죄,폭력행위등,494,충남 천안
폭력범죄,공갈,23,충남 천안
폭력범죄,손괴,798,충남 천안
지능범죄,직무유기,2,충남 천안
지능범죄,직권남용,4,충남 천안
지능범죄,증수뢰,0,충남 천안
지능범죄,통화,14,충남 천안
지능범죄,문서인장,183,충남 천안
지능범죄,유가증권인지,2,충남 천안
지능범죄,사기,3031,충남 천안
지능범죄,횡령,573,충남 천안
지능범죄,배임,49,충남 천안
풍속범죄,성풍속범죄,185,충남 천안
풍속범죄,도박범죄,105,충남 천안
특별경제범죄,특별경제범죄,910,충남 천안
마약범죄,마약범죄,52,충남 천안
보건범죄,보건범죄,63,충남 천안
환경범죄,환경범죄,28,충남 천안
교통범죄,교통범죄,9104,충남 천안
노동범죄,노동범죄,11,충남 천안
안보범죄,안보범죄,11,충남 천안
선거범죄,선거범죄,1,충남 천안
병역범죄,병역범죄,414,충남 천안
기타범죄,기타범죄,2693,충남 천안
강력범죄,살인기수,0,전북 군산
강력범죄,살인미수등,6,전북 군산
강력범죄,강도,7,전북 군산
강력범죄,강간,21,전북 군산
강력범죄,유사강간,2,전북 군산
강력범죄,강제추행,62,전북 군산
강력범죄,기타강간강제추행등,4,전북 군산
강력범죄,방화,9,전북 군산
절도범죄,절도,1470,전북 군산
폭력범죄,상해,283,전북 군산
폭력범죄,폭행,893,전북 군산
폭력범죄,체포감금,9,전북 군산
폭력범죄,협박,50,전북 군산
폭력범죄,약취유인,0,전북 군산
폭력범죄,폭력행위등,291,전북 군산
폭력범죄,공갈,16,전북 군산
폭력범죄,손괴,274,전북 군산
지능범죄,직무유기,2,전북 군산
지능범죄,직권남용,0,전북 군산
지능범죄,증수뢰,0,전북 군산
지능범죄,통화,1,전북 군산
지능범죄,문서인장,54,전북 군산
지능범죄,유가증권인지,1,전북 군산
지능범죄,사기,1371,전북 군산
지능범죄,횡령,178,전북 군산
지능범죄,배임,16,전북 군산
풍속범죄,성풍속범죄,51,전북 군산
풍속범죄,도박범죄,53,전북 군산
특별경제범죄,특별경제범죄,227,전북 군산
마약범죄,마약범죄,7,전북 군산
보건범죄,보건범죄,97,전북 군산
환경범죄,환경범죄,15,전북 군산
교통범죄,교통범죄,3497,전북 군산
노동범죄,노동범죄,5,전북 군산
안보범죄,안보범죄,0,전북 군산
선거범죄,선거범죄,0,전북 군산
병역범죄,병역범죄,82,전북 군산
기타범죄,기타범죄,1765,전북 군산
강력범죄,살인기수,0,전북 김제
강력범죄,살인미수등,0,전북 김제
강력범죄,강도,1,전북 김제
강력범죄,강간,13,전북 김제
강력범죄,유사강간,0,전북 김제
강력범죄,강제추행,17,전북 김제
강력범죄,기타강간강제추행등,3,전북 김제
강력범죄,방화,5,전북 김제
절도범죄,절도,344,전북 김제
폭력범죄,상해,65,전북 김제
폭력범죄,폭행,229,전북 김제
폭력범죄,체포감금,3,전북 김제
폭력범죄,협박,17,전북 김제
폭력범죄,약취유인,0,전북 김제
폭력범죄,폭력행위등,47,전북 김제
폭력범죄,공갈,7,전북 김제
폭력범죄,손괴,95,전북 김제
지능범죄,직무유기,0,전북 김제
지능범죄,직권남용,1,전북 김제
지능범죄,증수뢰,0,전북 김제
지능범죄,통화,0,전북 김제
지능범죄,문서인장,24,전북 김제
지능범죄,유가증권인지,0,전북 김제
지능범죄,사기,280,전북 김제
지능범죄,횡령,46,전북 김제
지능범죄,배임,11,전북 김제
풍속범죄,성풍속범죄,14,전북 김제
풍속범죄,도박범죄,23,전북 김제
특별경제범죄,특별경제범죄,87,전북 김제
마약범죄,마약범죄,1,전북 김제
보건범죄,보건범죄,18,전북 김제
환경범죄,환경범죄,4,전북 김제
교통범죄,교통범죄,997,전북 김제
노동범죄,노동범죄,0,전북 김제
안보범죄,안보범죄,0,전북 김제
선거범죄,선거범죄,10,전북 김제
병역범죄,병역범죄,12,전북 김제
기타범죄,기타범죄,297,전북 김제
강력범죄,살인기수,0,전북 남원
강력범죄,살인미수등,0,전북 남원
강력범죄,강도,2,전북 남원
강력범죄,강간,11,전북 남원
강력범죄,유사강간,1,전북 남원
강력범죄,강제추행,21,전북 남원
강력범죄,기타강간강제추행등,0,전북 남원
강력범죄,방화,3,전북 남원
절도범죄,절도,276,전북 남원
폭력범죄,상해,101,전북 남원
폭력범죄,폭행,166,전북 남원
폭력범죄,체포감금,3,전북 남원
폭력범죄,협박,9,전북 남원
폭력범죄,약취유인,1,전북 남원
폭력범죄,폭력행위등,69,전북 남원
폭력범죄,공갈,5,전북 남원
폭력범죄,손괴,82,전북 남원
지능범죄,직무유기,0,전북 남원
지능범죄,직권남용,1,전북 남원
지능범죄,증수뢰,0,전북 남원
지능범죄,통화,0,전북 남원
지능범죄,문서인장,16,전북 남원
지능범죄,유가증권인지,0,전북 남원
지능범죄,사기,364,전북 남원
지능범죄,횡령,37,전북 남원
지능범죄,배임,3,전북 남원
풍속범죄,성풍속범죄,13,전북 남원
풍속범죄,도박범죄,20,전북 남원
특별경제범죄,특별경제범죄,67,전북 남원
마약범죄,마약범죄,2,전북 남원
보건범죄,보건범죄,26,전북 남원
환경범죄,환경범죄,3,전북 남원
교통범죄,교통범죄,752,전북 남원
노동범죄,노동범죄,3,전북 남원
안보범죄,안보범죄,0,전북 남원
선거범죄,선거범죄,6,전북 남원
병역범죄,병역범죄,19,전북 남원
기타범죄,기타범죄,255,전북 남원
강력범죄,살인기수,3,전북 익산
강력범죄,살인미수등,5,전북 익산
강력범죄,강도,14,전북 익산
